Name;Jahr;Listenplatz;Partei;Wahlkreis;Bundesland
Endriß,  Leopold;2013;;50;548;30
Engehausen,  Franziska;2013;10;33;;31
Engel,  Stefan Klaus;2013;30;44;559;31
Engelen-Kefer, Dr. Ursula;2013;2;33;423;25
Engelhardt,  Klaus Bruno;2013;30;36;516;30
Engelmann,  Sigurd Adolf;2013;;39;538;30
Engelmeier-Heite,  Michaela Barbara;2013;;33;545;30
Engels,  Martin;2013;34;34;399;25
Engels,  Oliver;2013;45;35;;27
Engels,  Rainer;2013;30;39;;29
Engelschall,  Christine;2013;;42;400;25
Engert,  Jan;2013;1;57;;30
Englmeier,  Gaby;2013;6;38;;32
Enkelmann, Dr. Dagmar;2013;27;36;;30
Entinger,  Horst;2013;1;58;359;22
Eppler,  Jürgen;2013;3;50;;32
Erben,  Birgit;2013;9;36;;31
Erdel,  Rainer;2013;34;35;;25
Erdmenger,  Christoph;2013;14;37;540;30
Erkalp,  David;2013;2;34;367;23
Erkner,  Frank;2013;;35;318;19
Erler,  Gernot;2013;23;33;329;20
Ermert,  Wolfgang Manfred;2013;2;40;580;31
Ernst,  Klaus;2013;5;36;;29
Ernstberger,  Petra;2013;1;33;549;30
Eroglu,  Engin;2013;4;37;538;30
Ertel,  Mario;2013;;39;470;27
Ertel,  Mario;2013;;56;456;26
Eschrich,  Frank;2013;16;36;;30
Esken,  Saskia;2013;;33;510;29
Essen van,  Jörg;2013;28;35;579;31
Eßer,  Hubert;2013;3;33;445;25
Etzel,  Steffen;2013;46;36;408;25
Eumann,  Nina;2013;;36;475;27
Euscher,  Dieter Walter Karl;2013;;58;418;25
Evers-Meyer,  Karin;2013;1;33;;20
Ewen,  Adalbert Peter;2013;4;34;326;20
Ewert,  Monika;2013;19;40;;32
Eymer,  Anke;2013;4;34;;30
Faber,  Stefan;2013;6;39;310;17
Fabritius, Dr. Bernd-Bernhard;2013;8;38;516;30
Fackler-Plump,  Hannelore;2013;32;45;;30
Fähnemann,  Ivette Annabell;2013;6;53;551;30
Färber, Prof. Dr. Christine;2013;4;33;;21
Fahr,  Daniel;2013;8;35;;22
Fahrner,  Florian;2013;;56;427;25
Faku,  David;2013;6;45;530;30
Faku,  Tobias Christoph Mzingisi;2013;8;45;517;30
Falk,  Benno;2013;11;44;442;25
Falk,  Markus;2013;5;35;;18
Falk,  Peter;2013;7;33;499;29
Falke,  Herbert;2013;25;37;515;30
Farquhar,  Rena;2013;30;35;436;25
Faulhaber,  Gabriele;2013;;36;560;31
Faust,  Dirk;2013;;35;476;27
Faust, Dr. Hans-Georg;2013;5;34;371;23
Faust,  Matthias;2013;17;53;352;20
Fechner, Dr. Johannes;2013;1;33;;19
Fecke,  Hanno;2013;24;33;582;31
Fegebank,  Katharina;2013;11;37;301;17
Fehling,  Thomas;2013;3;35;319;19
Fehlmann,  Ralf;2013;19;41;469;27
Feike,  Anette;2013;3;33;;32
Feike,  Katharina;2013;7;33;495;28
Feiler,  Uwe;2013;4;34;315;18
Feindt,  Karin;2013;6;39;358;22
Feist, Dr. Thomas Wolfgang;2013;;34;560;31
Felber,  Konrad Kurt;2013;;35;453;26
Feldhaus,  Thomas;2013;6;;463;26
Feldmann,  Dagmar;2013;;41;383;24
Feldmann,  Thurid;2013;4;36;436;25
Feldmayer,  Martina;2013;;37;571;31
Felgentreu, Dr. Fritz;2013;;33;481;27
Fell, Dr. Bernd;2013;8;35;382;24
Fell,  Hans-Josef;2013;27;37;348;20
Fellauer,  Madeleine;2013;2;45;547;30
Fendt,  Peter;2013;3;46;;26
Fenner,  Stefan;2013;18;35;556;30
Ferger,  Gisbert;2013;41;40;;27
Ferlemann,  Enak;2013;21;34;;30
Ferner,  Elke;2013;8;33;329;20
Ferner,  Wolfgang;2013;1;36;595;32
Feuerstein, Dr. Stefan;2013;4;35;499;29
Feyen,  Alexander;2013;;39;492;28
Fickenwirth,  Thomas;2013;;35;553;30
Fiek,  Sascha;2013;24;35;513;30
Figge,  Marion;2013;16;39;580;31
Filippek,  Josef;2013;3;36;;25
Fimmel,  Matthias;2013;24;;449;25
Fimmen,  Elke;2013;;45;492;28
Fimmen,  Klaus;2013;1;45;;31
Findeisen,  Jochen;2013;7;36;482;27
Fingerle,  Jan Niklas;2013;18;57;561;31
Fink-Hanebuth,  Eva-Maria;2013;1;35;;32
Finke,  Peter;2013;29;59;;27
Fischbach,  Ingrid;2013;2;34;;25
Fischer,  Axel;2013;6;34;441;25
Fischer,  Christian;2013;;39;571;31
Fischer,  Christian;2013;10;57;;20
Fischer, Dr. Dietrich;2013;4;40;;28
Fischer,  Dirk Erik;2013;7;34;;25
Fischer,  Harald;2013;1;41;321;19
Fischer,  Hartwig;2013;6;34;;30
Fischer,  Karl-Heinz;2013;10;40;353;21
Fischer,  Lydia;2013;9;34;;25
Fischer,  Marcus;2013;8;35;;19
Fischer,  Markus;2013;59;35;419;25
Fischer,  Peter;2013;34;33;568;31
Fischer,  Poul-Ludwig;2013;31;35;584;31
Fischer,  Roland;2013;17;33;;29
Fischer,  Werner;2013;35;;520;30
Fischinger,  Jürgen;2013;;39;556;30
Fitzek,  Peter;2013;;;581;31
Flach,  Ulrike;2013;;35;370;23
Flachsbarth, Dr. Maria Franziska;2013;6;34;418;25
Flachshaar,  Daniel;2013;6;57;347;20
Fleck, Dr. Helmut;2013;2;48;;28
Fleischer,  Hermann;2013;1;36;397;25
Flöge,  Holger;2013;27;35;349;20
Flosbach,  Klaus-Peter;2013;29;34;345;20
Flügge,  Thomas;2013;34;33;399;25
Flug,  Stephan;2013;55;39;;20
Fobo,  Matthias;2013;17;37;448;25
Förster,  Bert-Rüdiger;2013;;40;364;22
Förster-Heldmann,  Hildegard;2013;2;37;479;27
Förstermann,  Frank;2013;21;34;;27
Föttinger,  Verena;2013;59;56;;31
Fograscher,  Gabriele;2013;1;33;;31
Forelle,  Peter;2013;14;34;553;30
Forster,  Manuela;2013;11;56;;28
Fortner,  Josef;2013;17;56;;30
Frackowiak, Dr. Johannes;2013;;35;522;30
Franck,  Sven Henri;2013;4;33;494;28
Frank,  Hartmut;2013;18;;;29
Frank,  Maria;2013;;;358;22
Franke, Dr. Edgar;2013;;33;519;30
Frankenfeld,  Philipp;2013;7;35;470;27
Frankenhauser,  Herbert;2013;45;38;530;30
Franz,  Frank;2013;18;39;518;30
Franz,  Markus;2013;1;34;597;32
Franz,  Uwe;2013;13;33;;32
Franzke,  Manfred;2013;24;;;29
Frechen,  Gabriele;2013;;33;516;30
Frederking,  Dorothea;2013;37;37;391;25
Freimuth,  Jürgen;2013;5;56;369;23
Freitag,  Dagmar;2013;11;33;;29
Freitag,  Reinhard;2013;7;35;450;25
Frentzen,  Manfred;2013;33;39;579;31
Freudenberger,  Erich;2013;;43;409;25
Freudenstein,  Astrid;2013;9;38;548;30
Freudigmann,  Klaus;2013;28;44;;30
Fricke,  Elvira-Anna;2013;6;44;;24
Fricke,  Otto;2013;9;35;;23
Fricke,  Sebastian;2013;7;37;410;25
Fricker,  Sabine;2013;10;44;305;17
Fridgen,  Markus Paul Felix;2013;2;39;;32
Friedemann,  Carolin;2013;;37;512;29
Friedhoff,  Paul Klemens;2013;13;35;341;20
Friedhoff,  Peter;2013;12;35;412;25
Friedl,  Patrick;2013;16;37;332;20
Friedrich, Dr. Hans-Peter;2013;;38;550;30
Friedrich,  Peter;2013;14;33;538;30
Friedrich,  Thomas;2013;9;56;586;31
Friedrichs,  Hans-Christian;2013;18;37;;30
Friemann-Jennert,  Maika;2013;;34;336;20
Frieser,  Michael;2013;9;38;;18
Frigger,  Urs Fabian;2013;16;35;544;30
Frings, Dr. Benedikt;2013;41;39;446;25
Frister,  Jörg;2013;;35;393;25
Fritsch,  Kerstin;2013;15;39;;29
Fritsche,  Nicole;2013;;36;582;31
Fritz,  Erich Georg;2013;7;34;517;30
Fritzen,  Maria-Elisabeth;2013;19;37;443;25
Fröhlich,  Jakobus;2013;;44;308;17
Fröhlich,  Josephine;2013;;39;439;25
Fröhlich,  Patrick;2013;;38;475;27
Fröhlich-Abrecht,  Ulrich;2013;42;34;;30
Frohn,  Christa;2013;41;36;;27
Fromm,  Gabi;2013;;33;389;25
Fromme,  Jochen-Konrad;2013;30;34;;32
Frummet,  Ferdinand;2013;11;58;349;20
Fuchs,  Klaus;2013;7;44;532;30
Fuchs, Dr. Michael;2013;5;34;370;23
Fuchtel,  Hans-Joachim;2013;8;34;499;29
Fürst,  Gabriel;2013;;34;579;31
Fürter,  Alexander;2013;58;35;;31
Füßmann,  Klaus-Wilhelm;2013;54;35;;30
Fuest,  Michael;2013;37;37;441;25
Fütterer,  Gerald Paul;2013;14;56;331;20
Funk,  Alexander;2013;12;34;;28
Funk,  Reinhard;2013;4;44;598;32
Funke,  Madeleine;2013;5;34;;20
Furch,  Holger;2013;40;57;;27
Gaba,  Irina;2013;2;46;;25
Gabling,  Martin;2013;19;39;;30
Gabriel,  Sigmar;2013;3;33;528;30
Gädechens,  Ingo;2013;24;34;349;20
Gärtner,  Gabriele;2013;9;44;308;17
Gärtner,  Joachim;2013;1;44;;25
Gärtner,  Johann;2013;7;40;;27
Gärtner,  Matthias;2013;1;39;;30
Gärtner-Engel,  Monika Ruth;2013;5;44;369;23
Gärtner-Leymann,  Annegret;2013;5;44;;25
Gärttner,  Siegfried;2013;16;39;440;25
Gäthje,  Uwe;2013;;58;570;31
Gagliardi,  Giuliano;2013;1;;355;22
Gahler, Dr. Wolfgang;2013;;;588;31
Gaisenkersting,  Dietmar;2013;;47;371;23
Gajek,  Silke;2013;1;37;;25
Gallas, Dr. Klaus Olaf Hagen;2013;2;33;312;18
Galle,  Ronald;2013;13;45;;28
Galwas,  Marc;2013;9;52;;26
Gambke, Dr. Thomas;2013;16;37;;24
Gantz,  Oliver;2013;8;34;527;30
Gasser,  Wilhelm;2013;24;57;;17
Gatermann,  Harald Wilhelm;2013;3;36;;30
Gauderer,  Ulrike;2013;4;37;;21
Gauger,  Reiner;2013;7;34;;27
Gaumann, Dr. Horst;2013;13;35;;31
Gauweiler, Dr. Peter;2013;20;38;333;20
Gebhart, Dr. Thomas;2013;;34;519;30
Gehb, Dr. Jürgen;2013;11;34;511;29
Gehrcke-Reymann,  Wolfgang;2013;9;36;468;27
Gehring,  Kai Boris;2013;2;37;482;27
Geis,  Norbert;2013;10;38;420;25
Geisel,  Andreas Werner;2013;;33;546;30
Geisen, Dr. Edmund Peter;2013;;35;386;24
Gensichen,  Hans-Christoph;2013;4;43;502;29
Gentsch,  Patrick;2013;2;39;;29
George,  Sven;2013;;52;465;26
Georgiou,  Gabriele;2013;5;44;;24
Gerber,  Christian;2013;2;37;;21
Gerdes,  Michael;2013;;33;487;27
Gerhardt, Dr. Klaus-Uwe;2013;51;37;425;25
Gerhardt, Dr. Wolfgang;2013;16;35;484;27
Gerig,  Alois;2013;1;34;478;27
Gersch,  Kai;2013;;35;575;31
Gerster,  Martin;2013;5;33;378;24
Geß,  Waltraud;2013;12;51;591;31
Gessinger,  Joachim;2013;8;37;;30
Gewehr,  Klaus Erwin;2013;4;33;360;22
Giebeler,  Paul Felix;2013;27;45;;29
Gielnik,  Michael;2013;8;39;432;25
Gienger,  Eberhard;2013;3;34;;18
Gierlings,  Elisabeth;2013;;33;565;31
Giermann,  Rita;2013;48;44;;30
Giesbert,  Tim;2013;3;37;;19
Giese,  Herta-Margarete;2013;18;42;418;25
Giesel,  Jan;2013;1;56;;20
Giesler,  David;2013;3;39;;19
Gieß,  Anton;2013;7;59;467;26
Gießler,  Cornelia;2013;6;34;;25
Gilbert,  Raimund;2013;12;46;;28
Gill-Gers,  Alexandra;2013;20;33;;30
Gilles,  Horst Helmut;2013;17;58;;29
Gillet,  Elmar;2013;9;37;337;20
Gilsdorf,  Marlene;2013;24;56;;25
Giren,  Magdalena Isabella;2013;13;36;;25
Girmus,  Dagmar;2013;13;42;;20
Gisart,  Gero;2013;4;34;;20
Glahn,  Klaus;2013;59;58;;25
Glanz,  Claudia;2013;3;37;351;20
Glas,  Bärbel;2013;;34;461;26
Gleicke,  Iris;2013;37;33;;29
Glöckner,  David;2013;2;40;496;28
Glos,  Michael;2013;6;38;;26
Gloser,  Günter;2013;;33;549;30
Glück,  Ulrich;2013;3;56;543;30
Gmelch,  Therese;2013;8;44;;19
Godau,  Eva-Maria;2013;5;;;30
Godawa,  Angela;2013;;33;369;23
Göhner-Feller,  Angelika;2013;26;44;594;31
Göktas,  Nerman;2013;10;36;563;31
Göldner,  Fritz;2013;;43;472;27
Göppel,  Josef;2013;1;38;;30
Göring-Eckardt,  Katrin;2013;;37;540;30
Görke,  Bianca;2013;1;36;491;28
Görmann,  Horst Günter;2013;9;39;;23
Goertz,  Ralf;2013;1;40;355;22
Götz,  Christian;2013;1;39;;25
Götz,  Elisabeth;2013;;39;514;30
Götz,  Peter;2013;;34;522;30
Götzer, Dr. Wolfgang;2013;;38;572;31
Gogolin,  Marco;2013;;33;527;30
Gohlke,  Nicole;2013;20;36;;29
Gold,  Lars;2013;5;39;518;30
Goldbach,  Stephanie-Johanna;2013;7;42;567;31
Goldmann,  Hans-Michael;2013;7;35;;24
Goldstein,  Ulrike;2013;3;37;325;20
Golombeck,  Heinz;2013;21;35;518;30
Golze,  Diana;2013;15;36;570;31
Gonder,  Axel;2013;5;36;360;22
Gorges,  Markus;2013;;34;412;25
Gorr,  Thomas;2013;10;39;;23
Gottschalck,  Ulrike;2013;;33;480;27
Gottschalk,  Sascha;2013;;37;468;27
Grabow,  Ralf;2013;10;35;503;29
Grabowski,  Dirk;2013;6;;;18
Graf,  Andrea;2013;;37;399;25
Graf,  Angelika;2013;13;33;483;27
Graf,  Rainer;2013;8;56;522;30
Graf-Baier,  Jutta;2013;;36;566;31
Gramberg,  Iris;2013;15;36;;31
Grammel,  Markus;2013;18;43;327;20
Granold,  Ute;2013;2;34;568;31
Granser,  Bruno;2013;9;40;505;29
Granzow,  Dennis;2013;14;33;;31
Grass,  Heinz Hubertus;2013;14;37;;22
Grassert,  Armin;2013;;54;458;26
Gratzke,  Denis;2013;3;39;;24
Grau,  Toralf;2013;9;40;;23
Graue,  Oliver;2013;1;56;;26
Graus,  Stefan Josef;2013;5;33;;19
Greb,  Gero;2013;25;;;32
Grebe,  Marlies;2013;;33;587;31
Greckl,  Max Josef;2013;48;58;;20
Greeb,  Christian;2013;10;39;;30
Greiber,  Sebastian;2013;8;35;504;29
Greif,  Judith;2013;;37;596;32
Greilich,  Annette;2013;13;35;517;30
Grein,  Eberhard;2013;32;38;;27
Gremmler,  Simon;2013;62;56;;30
Greuter,  Maria;2013;3;33;;25
Grewe,  Michael;2013;32;39;;32
Griefahn,  Monika;2013;7;33;;18
Griesbaum,  Joachim;2013;19;44;336;20
Griese,  Kerstin;2013;1;33;;19
Grigo,  Mareike;2013;14;37;405;25
Grigoleit,  Katrin;2013;23;44;405;25
Grimm,  Gisela;2013;5;46;;28
Grindel,  Reinhard Dieter;2013;21;34;;30
Gröhe,  Hermann;2013;16;34;335;20
Grohganz,  Raphael;2013;13;34;408;25
Groll,  Franz;2013;28;36;;27
Groneberg,  Gabriele;2013;;33;579;31
Groos,  Peter;2013;14;37;332;20
Groschek,  Michael;2013;;33;384;24
Groß,  Michael Peter;2013;65;33;417;25
Groß,  Thorsten;2013;47;39;422;25
Groß,  Werner;2013;9;33;472;27
Große,  Klaus;2013;42;35;512;29
Grosse-Brömer,  Michael;2013;9;34;385;24
Grosser,  Lüder;2013;7;45;336;20
Großhans,  Heinz;2013;5;54;558;31
Großjean,  Marc;2013;2;57;;31
Grossmann,  Edward;2013;2;48;;32
Grotelüschen,  Astrid;2013;6;34;;31
Groth,  Annette;2013;21;36;328;20
Groth,  Inga;2013;5;34;578;31
Grube,  Andreas;2013;8;;;18
Grube,  Karl-Peter;2013;;56;489;28
Gruber,  Andreas;2013;7;46;319;19
Grübel,  Markus;2013;22;34;;30
Gründler,  Michael Johannes;2013;;45;560;31
Grüning,  Rolf;2013;7;36;;26
Grünwedel,  Holger;2013;;36;575;31
Grüß,  Michael;2013;;52;550;30
Grüter, Dr. Stefan;2013;17;34;;24
Grütters, Prof. Monika;2013;41;34;;31
Grund,  Manfred;2013;1;34;385;24
Grundl,  Erhard;2013;1;37;488;27
Gruß,  Miriam;2013;20;35;530;30
Gudat,  Helmut;2013;5;39;551;30
Gülck,  Elke;2013;6;53;389;25
Günter,  Tanya-Michelé;2013;2;41;;23
Günther,  Joachim;2013;4;35;;30
Gür,  Derya;2013;2;37;466;26
Güssgen,  Achim;2013;21;35;;25
Gujjula,  Ravindra;2013;15;33;476;27
Gumppenberg Freiherr von,  Dietrich;2013;11;35;359;22
Gund,  Madline;2013;37;34;;30
Gunder,  Rosemarie;2013;37;37;;31
Gungl,  Andrea;2013;23;34;;30
Gunkel,  Wolfgang;2013;42;33;;31
Gutowski,  Erold;2013;5;40;457;26
Gutsche,  Hermann;2013;9;39;;31
Guttenberg Freiherr von und zu, Dr. Karl-Theodor;2013;6;38;304;17
Gutting,  Olav;2013;3;34;539;30
Gysi, Dr. Gregor;2013;;36;577;31
Haag,  Tilo;2013;1;57;384;24
Haar,  Detlef;2013;5;58;;18
Haase,  Heiner Joachim;2013;;37;345;20
Haase,  Stephan;2013;10;39;334;20
Habereder,  Christine;2013;2;48;449;25
Habisch,  Thomas;2013;2;57;;31
Hachenburger,  Manuel;2013;3;;;22
Hackenbruch,  Tino;2013;;34;476;27
Hacker,  Hans-Joachim;2013;17;33;;29
Hackl,  Maria;2013;1;33;312;18
Häggberg,  Verena;2013;32;56;552;30
Hähnel,  Jörg;2013;2;39;;19
Hähnel,  Stella;2013;2;39;376;24
Hähner,  Andrea;2013;;44;362;22
Haemer,  Günter;2013;3;40;;17
Hänsch,  Lothar;2013;3;35;;27
Hänsel,  Heike;2013;8;36;318;19
Härle,  Siegfried;2013;2;39;589;31
Haerting, Dr. Gesine;2013;;37;591;31
Häse,  Jenny;2013;;45;374;23
Haese,  Peter Joachim Bruno;2013;2;39;;22
Haese,  Reinhard Gerd-Jürgen;2013;;40;529;30
Häßler,  Markus;2013;1;;;24
Häupl,  Gotthard Lothar;2013;;;537;30
Hagedorn,  Angelika Jutta;2013;;41;459;26
Hagedorn,  Bettina;2013;6;33;;25
Hagelstein,  Gene;2013;2;33;308;17
Hagemann,  Klaus;2013;21;33;;27
Hagen,  Heide;2013;9;57;506;29
Hager,  Jörg;2013;2;39;;24
Hager-Dietel,  Ina;2013;9;38;;31
Hagl,  Rita;2013;46;33;;30
Hahn,  Florian;2013;34;38;526;30
Hahn,  Michael;2013;33;39;521;30
Haibach,  Holger-Heinrich;2013;7;34;353;21
Hakverdi,  Metin;2013;17;33;475;27
Halbroth,  Fredy;2013;10;40;;19
Haliti,  Marcel;2013;10;39;;31
Hall,  Alexandra;2013;;49;418;25
Haller,  Ingo;2013;3;39;;25
Halmanns,  Matthias;2013;;39;390;25
Haltaufderheide,  Karen;2013;;37;414;25
Hamacher,  Ralf;2013;19;41;438;25
Hamisch,  Enrico;2013;8;39;;25
Hammer,  Sandro;2013;8;36;;18
Hanke,  Tim;2013;26;34;534;30
Hannemann-Röttgers,  Brigit Susanne;2013;17;33;;17
Happach-Kasan, Dr. Christel;2013;16;35;;17
Harbarth, Dr. Stephan;2013;2;34;309;17
Hardt,  Jürgen;2013;;34;576;31
Harf,  Oliver;2013;48;39;403;25
Harting,  Burkhard;2013;;49;387;25
Hartmann,  Alexander;2013;5;45;;25
Hartmann,  Birgit;2013;1;46;478;27
Hartmann,  Detlef;2013;23;39;;30
Hartmann,  Esther;2013;;36;403;25
Hartmann,  Georg;2013;3;39;305;17
Hartmann,  Günther;2013;8;56;486;27
Hartmann,  Maria;2013;19;41;518;30
Hartmann,  Michael;2013;1;33;;25
Hartmann,  Simon;2013;2;33;505;29
Hartmann,  Thomas;2013;37;37;;20
Hartmann,  Uwe;2013;;46;555;30
Hartmann-Bastert,  Sabine;2013;2;34;;30
Hartwig,  Frank;2013;44;39;;27
Hartwig,  Karin;2013;;39;554;30
Hasenjäger,  Agnes;2013;;36;552;30
Hassel,  Dagmar;2013;11;34;;20
Hassel-Reusing,  Sarah Luzia;2013;18;56;;29
Hasselbach,  Philipp Maximilian;2013;12;39;;25
Hasselfeldt,  Gerda;2013;;38;521;30
Haßelmann,  Britta;2013;2;37;515;30
Haßler,  Florian;2013;3;37;432;25
Hassler,  Jörgen Michael;2013;14;33;559;31
Hauck,  Marc;2013;15;35;;22
Hauck,  Michael;2013;28;37;;29
Hauck,  Norbert;2013;;40;543;30
Hauenschild,  Rainer;2013;1;36;;29
Hauer,  Matthias;2013;;34;560;31
Hauer,  Nina;2013;46;33;420;25
Haug,  Stefan;2013;11;37;476;27
Haugg,  Friedrich;2013;;35;529;30
Hauptstein,  Gabriele;2013;28;35;;30
Haustein,  Heinz-Peter;2013;4;35;366;23
Haverlandt,  Sven-Gunnar;2013;3;39;464;26
Hebach,  Maria-Anna;2013;5;48;;22
Heck,  Stefan;2013;5;34;;31
Heer,  Doris;2013;19;36;471;27
Heerwald,  Lutz;2013;17;44;;31
Hegendörfer,  Brigitte;2013;2;38;;22
Hegener,  Ute;2013;47;37;;30
Hegewald,  Reinhard;2013;;34;419;25
Heidbüchel,  Silvio;2013;22;36;324;20
Heidemann,  Wilfried Bernd Jürgen;2013;20;58;552;30
Heider, Dr. Matthias;2013;3;34;;25
Heiderich,  Helmut;2013;;34;449;25
Heike,  Anny;2013;15;36;469;27
Heil,  Hubertus;2013;;33;542;30
Heil,  Mechthild;2013;3;34;345;20
Heilemann,  Martin;2013;10;36;498;29
Heilmann,  Lutz Eberhard;2013;31;36;324;20
Heim,  Adrian;2013;;56;308;17
Heimsoth,  Dirk;2013;20;39;515;30
Hein, Dr. Rosemarie Anna Gertrud;2013;;36;338;20
Heine,  Tobias;2013;5;57;369;23
Heinel,  Silvia;2013;10;45;;20
Heinemann,  Uwe;2013;6;33;379;24
Heinemeyer,  Anita;2013;41;36;;27
Heinen,  Alexandra;2013;;34;392;25
Heinen-Esser,  Ursula;2013;15;34;;32
Heinlein,  Filip;2013;3;37;393;25
Heinrich,  Frank;2013;;34;495;28
Heinrich,  Ralf;2013;;45;462;26
Heins, Dr. Christine;2013;10;34;552;30
Heintel,  Marcus;2013;26;33;;17
Heinz,  Alexander;2013;15;35;500;29
Heinzmann,  Axel;2013;8;39;;32
Heinzmann,  Gerhard;2013;;43;588;31
Heinzmann,  Michael;2013;1;43;;31
Heise,  Thorsten;2013;1;39;;29
Heiske,  Thomas Martin;2013;3;35;488;27
Heitchen,  Michael;2013;47;35;413;25
Helge,  Ingo;2013;18;39;351;20
Heller,  Hendrik Tilmann;2013;6;39;505;29
Heller,  Uda Carmen Freia;2013;5;34;496;28
Helling,  Harald;2013;2;33;374;23
Helling,  Katrin;2013;45;35;;20
Hellmich,  Wolfgang;2013;28;33;438;25
Hellriegel,  Ronnie;2013;15;39;446;25
Helmer,  Jan;2013;;38;557;30
Hemker, Dr. Reinhold;2013;34;33;;30
Hempel,  Dennis;2013;;;428;25
Hempelmann,  Rolf;2013;;33;377;24
Hendricks, Dr. Barbara;2013;61;33;419;25
Henke,  Rudolf;2013;9;34;412;25
Henke,  Walter;2013;41;35;387;25
Henn,  Werner;2013;8;33;357;22
Henne,  Andreas;2013;35;34;577;31
Henneke,  Stefanie;2013;31;37;;27
Hennig,  Martin;2013;;45;333;20
Hennigs von,  Wolff-Eberhard;2013;13;34;518;30
Henning, Dr. Rigolf;2013;34;39;;31
Hennne,  Dieter;2013;;41;334;20
Hennrich,  Michael;2013;6;34;;32
Henrichs,  Werner;2013;;48;561;31
Henry,  Ursula Maria;2013;3;33;398;25
Hense,  Norbert;2013;13;;;32
Hentzen,  Christoph;2013;;35;583;31
Henzler,  Clemens;2013;20;34;485;27
Herbert, Dr. Ernst Albert;2013;35;44;;29
Herbert,  Sibylle;2013;;35;401;25
Herbert,  Stefan;2013;31;54;;27
Herbert, Dr. Ulrich;2013;7;35;;31
Herlitzius,  Bettina;2013;17;37;537;30
Hermann,  Petra;2013;13;35;388;25
Hermann,  Winfried;2013;42;37;420;25
Hermes,  Stefan;2013;6;57;589;31
Herold,  Hans-Dieter;2013;4;37;;27
Herr,  Bärbel;2013;;40;539;30
Herrmann, Dr. Dietrich;2013;6;37;;30
Herrmann,  Jürgen;2013;;34;459;26
Hertz,  Detlef;2013;;36;436;25
Hertzler-Zimmer,  Christine;2013;31;33;;25
Herz,  Monica;2013;26;;;32
Herzig,  Franz;2013;;34;525;30
Herzog,  Gustav;2013;33;33;;27
Heß,  Konrad Rudolf;2013;4;41;509;29
Heß,  Marion;2013;6;35;;29
Heß,  Petra;2013;24;33;558;31
Hesse,  Klaus-Peter;2013;4;34;491;28
Hettlich,  Peter;2013;9;37;;19
Hetz,  Ingrid;2013;;54;451;26
Heurung,  Markus;2013;3;57;527;30
Heuser,  Walter;2013;;36;550;30
Heveling,  Ansgar;2013;;34;400;25
Heyder,  Matthias;2013;;39;410;25
Heydrich, Dr. Jürgen;2013;1;40;368;23
Heyenn,  Hannah;2013;2;36;;25
Heynemann,  Bernd Reinhold Gerhard;2013;5;34;;19
Hiebinger,  Wolfgang;2013;9;46;369;23
Hiekisch,  Antje;2013;24;39;;30
Hien,  Michael Siegmund Reinhard;2013;2;38;;26
Hiksch,  Uwe;2013;44;36;;30
Hilburger,  Karl Willi Arthur;2013;;58;537;30
Hildebrand,  Anna-Maria;2013;5;45;;30
Hildebrandt,  Arne;2013;8;57;380;24
Hildebrandt,  Robert;2013;4;57;;22
Hilgenkamp,  Frank;2013;5;37;;28
Hilgert,  Rainer;2013;;56;446;25
Hilker,  Axel;2013;1;37;;29
Hill,  Hans-Kurt;2013;12;36;;17
Hillbrecht,  Dirk;2013;;57;597;32
Hillebrand,  Heinz;2013;1;36;;20
Hiller-Ohm,  Gabriele;2013;;33;403;25
Hinsken,  Ernst;2013;4;38;310;17
Hintze,  Henning;2013;;36;530;30
Hintze,  Peter;2013;16;34;520;30
Hinz,  Petra;2013;4;33;402;25
Hinz,  Priska;2013;32;37;420;25
Hirsch,  Cornelia;2013;1;36;472;27
Hirte,  Christian;2013;5;34;491;28
Hitschler,  Thomas;2013;4;33;489;28
Hochbaum,  Robert;2013;32;34;;29
Hochstein,  Stephan;2013;;45;466;26
Höche,  Heidrun;2013;9;54;440;25
Höferlin,  Manuel;2013;10;35;;31
Höfken-Deipenbrock,  Ulrike;2013;5;37;506;29
Höger,  Inge;2013;1;36;502;29
Högl, Dr. Eva;2013;3;33;433;25
Höhfeld,  Jörg;2013;7;37;375;24
Höhn,  Bärbel;2013;;37;441;25
Höhne,  Renate;2013;1;44;417;25
Höll, Dr. Barbara;2013;21;36;;25
Hönlinger,  Ingrid;2013;3;37;452;26
Höntsch,  Michael Hans;2013;9;36;564;31
Hörner,  Manfred;2013;29;44;341;20
Hoersch,  Rüdiger;2013;9;58;;30
Hörster,  Heinz-Jürgen;2013;1;36;;32
Hörster,  Joachim;2013;26;34;398;25
Höveler,  Andreas Christian;2013;1;53;504;29
Hövelmann,  Heinrich;2013;4;41;;25
Hövener,  Jan;2013;12;;;25
Höving,  Heiner;2013;;53;354;21
Höwing,  Ulrich;2013;1;;;23
Hoff,  Elke;2013;;35;439;25
Hoffman, Dr. Bettina;2013;3;37;497;28
Hoffmann,  Dieter;2013;9;37;;27
Hoffmann,  Hans-Viktor;2013;3;35;;32
Hoffmann, Dr. Ludwig;2013;7;45;;22
Hoffmann,  Rolf;2013;4;;;31
Hoffmann,  Susanne;2013;;39;306;17
Hoffmann,  Timo;2013;;45;580;31
Hoffmann,  Ulrich;2013;11;56;;24
Hoffmeier,  Michael;2013;2;37;552;30
Hofmann,  Axel;2013;6;36;488;27
