Name;Jahr;Listenplatz;Partei;Wahlkreis;Bundesland
Litfin,  Uwe;2013;;55;477;27
Lobeck,  Sven;2013;5;39;;22
Lobocki,  Ingeborg Anna;2013;4;53;499;29
Loch,  Wolfgang;2013;2;58;;17
Lockfisch,  Klemens;2013;5;39;;32
Loeber,  Alfred;2013;4;59;;31
Löffler,  Max;2013;5;37;;25
Löffler,  Oskar;2013;;;393;25
Löhr,  Christoph;2013;;57;594;31
Löhr,  Marlene;2013;5;37;;29
Löning,  Markus Michael Maria;2013;9;35;;17
Loepelmann,  Johannes;2013;;57;383;24
Loeper,  Norbert;2013;6;58;;18
Lörch,  Bernhard Paul;2013;13;56;;20
Lörcher,  Wolfgang;2013;9;36;;31
Lörcks,  Rudolf;2013;;57;474;27
Lösekrug-Möller,  Gabriele;2013;5;33;;25
Lötzer,  Ursula Cornelia;2013;6;36;346;20
Lötzsch, Dr. Gesine;2013;1;36;395;25
Lohfing-Blanke,  Klaus;2013;3;;386;24
Lohmann,  Dorothee;2013;;44;489;28
Lohmeier,  Roland;2013;12;58;;31
Lohmeyer,  Johannes Hubertus;2013;;35;524;30
Look,  Mario;2013;;56;459;26
Lorent,  Stefan;2013;2;36;;24
Lorenz,  Bernd Gerhard;2013;12;39;;31
Lorenz,  Gertrud;2013;;34;539;30
Lorenz,  Joseph;2013;61;40;;31
Lorenz,  Kathrin;2013;;34;535;30
Lorsbach,  Kurt-Heinz;2013;15;40;;28
Lotter, Dr. Erwin Georg;2013;14;35;;25
Lotze,  Hiltrud;2013;12;33;552;30
Louis,  Klaus;2013;25;39;337;20
Lowack,  Gert;2013;;37;586;31
Luczak, Dr. Jan-Marco;2013;18;34;536;30
Luczak,  Jochen;2013;7;37;381;24
Ludewig,  Gottfried;2013;20;34;387;25
Ludosan,  Felix-Anton;2013;;41;376;24
Ludwig,  Arne;2013;4;57;;29
Lübbe,  Lars;2013;6;34;;20
Lück,  Andreas;2013;44;35;;20
Lüder,  Karl Heinz;2013;7;;382;24
Lühmann,  Kirsten;2013;;33;316;18
Lütke,  Jens;2013;8;39;344;20
Lukaßen,  David;2013;2;37;305;17
Lukner,  Oliver;2013;4;35;;21
Luksic,  Oliver;2013;27;35;591;31
Lurz,  Manfred;2013;1;36;597;32
Luther, Dr. Michael Andreas;2013;;34;435;25
Lutz,  Hans-Jürgen;2013;4;42;465;26
Lutz,  Janet;2013;5;37;;27
Lutze,  Thomas;2013;;36;490;28
Lux,  Benedikt;2013;2;37;;32
Lux,  Josefa;2013;;33;379;24
Lux,  Stefan;2013;38;39;;25
Maag,  Karin;2013;6;34;;24
Maar,  Herbert;2013;8;58;558;31
Maaß,  Jens;2013;13;42;;30
Maaß,  Simone;2013;6;37;;24
Macamo,  Bärbel Heike;2013;;;496;28
MacGregor,  Wolfgang;2013;;36;488;27
Machleid,  Andrea;2013;;39;436;25
Machner,  Karin;2013;;39;372;23
Macholdt,  Robert;2013;;57;532;30
Machon, Dr. Christian Hermann;2013;2;38;;19
Mack,  Hermann;2013;43;40;;30
Mackert, Dr. Roland;2013;14;;;30
Mädel,  Wolfgang;2013;;33;565;31
Mäncher,  Eric;2013;15;33;;17
Mändlen,  David;2013;33;57;;29
Mahlberg,  Thomas;2013;12;34;;30
Mai,  Franz-Josef;2013;36;56;415;25
Mai,  Susann;2013;2;56;;28
Maier,  Edeltraud;2013;7;56;;28
Maier,  Franz;2013;5;45;;31
Maier,  Norbert;2013;5;34;512;29
Maier,  Sascha Andre;2013;57;39;;31
Mair,  Bejamin;2013;;46;426;25
Mair,  Katrin;2013;28;38;;30
Maisch,  Nicole;2013;26;37;;30
Maizière de, Dr. Karl Ernst Thomas;2013;3;34;468;27
Majer,  Thorsten;2013;1;33;455;26
Majewski,  Eva;2013;27;34;565;31
Makhloufi,  Lydia;2013;11;45;;24
Malczak,  Agnes;2013;7;37;;25
Malecha-Nissen, Dr. Birgit;2013;11;33;593;31
Malirs,  Hans-Jürgen;2013;9;55;305;17
Maller,  Anton;2013;1;46;;22
Mallmenn,  Roger;2013;29;36;;30
Malsch,  Siegfried Heinrich Eduard;2013;;58;500;29
Manegold, Prof. Bodo;2013;18;34;;30
Manes,  Ulrich;2013;14;40;;24
Mang,  Michael;2013;4;33;;25
Mang,  Sylvia;2013;22;36;;29
Mangold-Nietzschmann,  Maria-Barbara;2013;15;;554;30
Mann,  Manuel;2013;;39;551;30
Mantovanelli,  Marco Gérard;2013;;37;471;27
Mantseris,  Nicolas;2013;16;37;431;25
Manz,  Josef;2013;4;34;317;18
Manzewski,  Dirk;2013;63;33;;31
Marcian,  Margitta;2013;3;42;316;18
Markau,  André;2013;1;39;479;27
Markert,  Hans Christian;2013;;37;377;24
Market,  Alfred;2013;;40;410;25
Marklein,  Steffen;2013;20;37;;30
Marks,  Caren;2013;6;33;316;18
Marmann,  Yvonne;2013;12;34;343;20
Marohn,  Ralf;2013;20;35;;29
Marschall,  Rainer;2013;9;39;507;29
Marschner,  Frank;2013;;39;506;29
Martens,  Anke;2013;10;39;484;27
Martin,  Axel;2013;6;57;;19
Martin,  Günter;2013;9;;;20
Martin,  Paula;2013;;43;391;25
Martin,  Richard;2013;10;43;;30
Martini,  Guido;2013;5;58;;30
Martini,  Hans-Robert;2013;4;58;;32
Marwein,  Thomas;2013;2;37;;32
Marwitz von der,  Hans-Georg;2013;;34;583;31
Marx,  Peter;2013;5;39;359;22
Maßberg,  Reinhard Helmut Anton;2013;;45;595;32
Maßon,  Norbert;2013;4;36;529;30
Mast,  Katja;2013;;33;572;31
Mast, Dr. Willi Alfred;2013;13;44;578;31
Matheis,  Ralf;2013;10;;;25
Mathiesen,  Gert;2013;;54;588;31
Matschke,  Danny;2013;15;39;;30
Mattfeldt,  Andreas;2013;;34;381;24
Mattheis,  Hildegard;2013;28;33;334;20
Matthes,  Marcella;2013;5;35;590;31
Matthiessen,  Detlef;2013;23;37;;27
Matthiessen,  Günter;2013;6;36;303;17
Mattiat,  Dietmar Friedrich Heinz Gerd;2013;2;36;;21
Maturana,  Alexandre;2013;;35;340;20
Matysiak,  Gerwin;2013;11;33;;32
Maul,  Frank Thomas;2013;46;40;;20
Maurer,  Ulrich;2013;6;36;;25
May,  Michael Hans;2013;1;44;558;31
May, Dr. Oliver Matthias Werner;2013;6;35;;25
Mayer,  Bernhard;2013;13;56;;26
Mayer,  Dieter;2013;24;33;;30
Mayer,  Erna;2013;23;42;;27
Mayer,  Johann;2013;6;37;;27
Mayer,  Stephan Ernst Johann;2013;;38;534;30
Meckel,  Markus;2013;;33;512;29
Meckelburg,  Wolfgang;2013;9;34;357;22
Mehldau,  Axel;2013;25;57;423;25
Mehring,  Walter Heinrich Christian;2013;1;58;;22
Meichelböck,  Paul;2013;4;36;347;20
Meier,  Agnes;2013;;35;556;30
Meier,  Edmund;2013;19;44;542;30
Meier,  Rolf;2013;8;52;;23
Meier,  Sandy;2013;3;42;383;24
Meier,  Wolfgang;2013;2;40;;24
Meierhofer,  Horst;2013;3;35;;31
Meihsies,  Andreas;2013;4;37;532;30
Meinhardt,  Patrick;2013;8;35;337;20
Meischner,  Wolfgang;2013;7;56;571;31
Meise,  Ariane Christine;2013;26;39;533;30
Meister, Dr. Michael;2013;14;34;397;25
Meister,  Roland Matthäus;2013;7;44;487;27
Meisterjahn,  Albert-Claus;2013;12;59;;25
Meiwald,  Peter;2013;7;37;;25
Meixner,  Edgar Bernhard Willibald;2013;12;35;327;20
Melber,  Thomas;2013;18;40;531;30
Melchers,  Wilhelm Gerhard;2013;19;35;;31
Melchinger,  Thomas;2013;6;57;310;17
Melo-Plath,  Christine;2013;;56;559;31
Menge,  Volker;2013;25;58;;30
Mennicken-Martensen,  Karl;2013;2;37;;21
Menssen,  Arend;2013;;41;581;31
Menzner,  Dorothée Luise;2013;3;36;;30
Meppen,  Lübbo;2013;2;35;351;20
Merk,  Monika Manuela Carmen;2013;;36;326;20
Merkel, Dr. Angela Dorothea;2013;;34;378;24
Merkel,  Michael;2013;1;;314;18
Merkel,  Petra;2013;;33;486;27
Merkelbach,  Sabine;2013;2;35;380;24
Mertel, Dr. Robert;2013;27;;;27
Merten,  Ulrike;2013;;33;520;30
Mertens,  Joseph Andreas;2013;22;39;398;25
Mertgen,  Bettina;2013;;34;423;25
Meßmer,  Ullrich;2013;32;33;;27
Metzner,  Heinz Dirk Karl;2013;5;36;467;26
Meyer,  Barbara;2013;34;44;;20
Meyer,  Carsten;2013;2;37;468;27
Meyer,  Cora;2013;4;39;;28
Meyer,  Doris;2013;;38;332;20
Meyer,  Hartmut Heinrich Johann;2013;25;56;;30
Meyer,  Heike;2013;1;34;;20
Meyer,  Henry;2013;25;45;;27
Meyer,  Jens Gerd;2013;4;33;;22
Meyer,  Jessica;2013;19;34;;17
Meyer,  Laurenz;2013;5;34;;21
Meyer,  Maria;2013;35;44;445;25
Meyer,  Michael;2013;1;39;;17
Meyer,  Reinhardt Wilhelm;2013;;44;327;20
Meyer,  Steffen-Werner;2013;;33;417;25
Meyer,  Torsten;2013;14;53;;32
Meyer,  Wolfgang;2013;1;48;;24
Meyer-Garbe,  Andrea Erika Gesche Elisabeth;2013;7;33;;25
Meyer-Giesow,  Leo;2013;49;56;;20
Meyer-Heithius,  Joachim;2013;27;36;517;30
Meyerding,  Bernd;2013;15;56;;20
Michaelis,  Axel;2013;10;39;;19
Michalak,  Ursula;2013;7;34;535;30
Michalk,  Maria Ludwiga;2013;18;34;;17
Michel, Dr. Marna;2013;3;34;456;26
Michel-Biegel, Dr. Charlotte;2013;23;37;;17
Michelbach,  Hans;2013;;38;579;31
Michlbauer,  Matthäus;2013;17;45;537;30
Middelberg, Dr. Mathias;2013;12;34;;30
Miehling,  Andrea;2013;14;46;339;20
Miersch, Dr. Matthias;2013;30;33;;30
Mini,  Walter;2013;10;36;347;20
Minschke,  Wilhelm;2013;24;35;522;30
Miosga,  Richard;2013;;39;455;26
Mischau,  Evmarie-Gertrud;2013;9;44;;24
Mischuda,  Reinhard;2013;12;40;;30
Miß,  Günter;2013;3;56;;22
Mißfelder,  Philipp;2013;28;34;527;30
Mo,  Kim-Sun;2013;16;57;421;25
Mock-Hofeditz,  Kerstin;2013;6;37;;29
Model,  Mona;2013;11;35;;17
Möhle,  Klaus-Dieter Alfred August;2013;35;37;;27
Möhring,  Cornelia;2013;2;36;355;22
Möllenstädt, Dr. Oliver;2013;1;35;304;17
Möller,  Katrin;2013;2;36;355;22
Möller,  Kornelia;2013;11;36;;24
Möller,  Michael;2013;3;49;527;30
Möller,  Olaf;2013;2;37;;25
Möller,  Silke;2013;;;493;28
Mönikes,  Jan;2013;;33;491;28
Mörsch,  Frank;2013;;34;564;31
Mörtel,  Edith;2013;21;54;;29
Moezer,  Doris;2013;4;54;;30
Mogg,  Ursula;2013;7;33;;30
Mohme,  Hans-Jürgen Wilhelm;2013;10;58;499;29
Mohr,  Sebastian;2013;10;57;;20
Mohr-Lüllmann, Dr. Rita-Maria Marianne Margareta Luzia;2013;10;34;;30
Mohrmann,  Claus;2013;3;35;354;21
Mohs,  Christoph;2013;4;45;356;22
Mohs,  Hubertus;2013;2;45;;31
Molitor,  Helga Gabriele;2013;3;35;557;30
Moll,  Dominik;2013;18;33;392;25
Moll,  Viola;2013;18;34;;32
Monstadt,  Dietrich;2013;52;34;;31
Montag,  Jerzy;2013;4;37;312;18
Moritz,  Monika;2013;6;33;519;30
Mork,  Adrian;2013;27;37;;32
Mortler,  Marlene;2013;;38;445;25
Mosblech,  Volker Peter;2013;10;34;545;30
Moser,  Christian;2013;49;38;416;25
Moslehner, Dr. Albrecht;2013;24;35;;30
Motter,  Rudolf;2013;;53;422;25
Mouratidis,  Daniel;2013;5;37;;25
Movassat,  Niema;2013;;36;563;31
Mrosek,  Holger;2013;8;37;417;25
Mücke,  Jan;2013;;35;413;25
Mühlbeyer,  Mark;2013;1;34;460;26
Mühleck, Dr. Otto Stephan;2013;50;56;;31
Mühler-Aumann,  Christine;2013;3;43;;31
Mühlhäuser,  Daniel;2013;5;43;;31
Mühlmann-Skupien,  Jan;2013;3;35;;30
Mühlstein,  Marko;2013;9;33;362;22
Müller,  Adrian;2013;4;57;366;23
Müller,  Alexander;2013;2;35;;17
Müller, Dr. Alice;2013;14;34;477;27
Müller,  Andreas;2013;22;36;;27
Müller,  Andreas;2013;10;36;;27
Müller,  Anja;2013;;36;388;25
Müller, Dr. Axel;2013;7;37;489;28
Müller,  Bernhard;2013;;36;356;22
Müller,  Carsten;2013;;34;319;19
Müller,  Detlef;2013;20;33;350;20
Müller,  Farid;2013;9;37;462;26
Müller, Dr. Gerd;2013;;38;318;19
Müller,  Hans;2013;11;45;555;30
Müller,  Heiko;2013;3;57;;27
Müller, Dr. Josef;2013;2;33;;29
Müller,  Kerstin;2013;54;37;;30
Mueller,  Klaus;2013;9;57;395;25
Müller,  Marcus;2013;2;39;;30
Müller,  Michael;2013;;33;454;26
Müller,  Nadine;2013;20;34;406;25
Müller,  Nikolas;2013;3;59;597;32
Müller,  Petra;2013;1;35;;25
Müller,  Roland;2013;14;39;387;25
Müller,  Stefan;2013;;38;592;31
Müller,  Thomas;2013;9;56;541;30
Müller,  Tino;2013;5;39;;30
Müller,  Veit-Harald;2013;2;44;317;18
Müller,  Vincent;2013;1;37;481;27
Müller-Gemmeke,  Beate;2013;5;37;494;28
Müller-Horn,  Esther;2013;5;44;588;31
Müller-Horn,  Kai;2013;18;44;;25
Müller-Kallweit,  Wolfgang;2013;;34;406;25
Müller-Loennies,  Renate;2013;6;34;323;19
Müller-Sönksen,  Burkhardt;2013;27;35;;17
Münch,  Michael;2013;1;53;320;19
Münd,  Hans-Joachim;2013;1;40;;27
Münster,  Arno;2013;9;33;;27
Müntefering,  Franz;2013;7;33;;19
Münz,  Susanne;2013;1;;;25
Münz,  Volkmar;2013;;;357;22
Mützenich, Dr. Rolf;2013;;33;317;18
Mulia,  Marc;2013;67;36;395;25
Multhaupt,  Gesine;2013;12;33;415;25
Munk,  Margit;2013;21;38;327;20
Munzel,  Enno;2013;30;;;30
Murmann, Dr. Philipp;2013;;34;379;24
Musil,  Michael;2013;10;37;305;17
Mutlu,  Özcan;2013;;37;504;29
Mynter,  Ralf;2013;4;39;;24
Nägle,  Georg;2013;;;550;30
Nagel,  Christof;2013;;34;383;24
Nagel,  Erich;2013;47;;;31
Nagel,  Otto;2013;;39;330;20
Nagler,  Mike;2013;;36;562;31
Nahles,  Andrea;2013;12;33;453;26
Narayan,  Renate;2013;1;56;498;29
Nass,  Jürgen;2013;;;431;25
Nassauer,  Traugott;2013;;44;569;31
Naterski,  Denny;2013;2;39;;29
Naumann,  Kersten;2013;6;36;;20
Naumann,  Peter;2013;3;39;490;28
Naumann,  Ralph Otto;2013;;;461;26
Nehring,  Horst-Bruno;2013;;43;383;24
Neidlein,  Alexander;2013;6;39;;31
Neskovic,  Wolfgang;2013;;36;590;31
Nestle,  Ingrid;2013;4;37;364;22
Nestmann,  Günther;2013;1;40;300;17
Neubaur,  Mona;2013;4;37;;24
Neudorfer,  Reinhard;2013;;36;406;25
Neumaier,  Anton;2013;10;46;563;31
Neumann,  Bernd Otto;2013;31;34;;30
Neumann,  Björn;2013;1;53;355;22
Neumann,  Jürgen;2013;2;39;;19
Neumann, Prof. Dr. Martin;2013;;35;346;20
Neumann, Dr. Peter;2013;2;34;364;22
Neumann,  Reiner;2013;54;37;;31
Neumann,  Ute Vibeke;2013;28;;415;25
Neumayer,  Anja;2013;;46;345;20
Neumayer, Dr. Franz Josef;2013;32;35;;30
Neuner,  Andreas;2013;40;35;;30
Neuschwander,  Thomas Ulrich;2013;38;41;543;30
Ney,  Jürgen;2013;2;40;;32
Nianur,  Narziss;2013;8;44;;25
Niazi-Shahabi,  Vera;2013;4;36;;19
Nickel,  Erika;2013;;34;321;19
Nickel,  Margarete;2013;32;41;;29
Nickel,  Otto Lothar;2013;1;41;508;29
Nicklis,  Gabriele Monika Karin;2013;8;43;;29
Nickoleit,  Reinhard Erich;2013;4;58;;29
Niebel,  Dirk;2013;20;35;;30
Niederländer,  Josef;2013;2;51;573;31
Niedermayr,  Franz;2013;4;35;;30
Niedermeier,  Kornelia;2013;35;48;514;30
Nier,  Gerd;2013;3;36;;31
Nietan,  Dietmar;2013;8;33;353;21
Niggemann,  Werner;2013;11;44;390;25
Nink,  Manfred;2013;5;33;;19
Nissen,  Ulrike;2013;7;33;503;29
Nitsche,  Valérie Vivienne;2013;20;37;482;27
Nitz,  Inga;2013;31;36;;25
Noffke,  Franz;2013;;40;355;22
Noll,  Michaela;2013;;34;536;30
Noller,  Maren;2013;18;35;404;25
Nolte,  Veronika;2013;3;33;;21
Nord,  Thomas;2013;62;36;;25
Notz von, Dr. Konstantin;2013;2;37;363;22
Nou,  Dominique Julien;2013;2;33;309;17
Nouripour,  Omid;2013;52;37;;30
Nowak,  Janus;2013;2;39;482;27
Nowak,  Kim;2013;2;40;559;31
Nowotny, Dr. Hannedore;2013;;33;475;27
Nürnberger,  Peter Willy;2013;28;39;545;30
Nüßlein, Dr. Arnulf;2013;1;37;;28
Nüßlein, Dr. Georg;2013;;38;338;20
Numberger,  Joachim;2013;;40;554;30
Oberhausen,  Erich Volker;2013;15;34;;31
Oberlack, Dr. Hans Günther;2013;22;35;;32
Obermeier,  Franz;2013;10;38;;22
Oberscheid,  Marc-Ernst;2013;;35;514;30
Obieray,  Monika;2013;36;37;593;31
Och,  Tanja;2013;5;56;;17
Odenthal,  Holger;2013;29;39;539;30
Oelke,  Kay;2013;;39;453;26
Oelmayer,  Thomas;2013;5;37;309;17
Östereich,  Cornelia;2013;;33;591;31
Oettler,  Frank;2013;13;44;;17
Oetzel,  Dirk;2013;3;33;372;23
Özdemir,  Cem;2013;36;37;;27
Özoguz,  Aydan;2013;;33;557;30
Offermann,  Rolf;2013;2;35;;19
Ofori,  Silvia;2013;5;36;363;22
Ohnemüller,  René;2013;;41;567;31
Olbrich-Tripp,  Elke;2013;8;37;541;30
Oldenburg,  Heinrich Herbert;2013;;41;450;25
Ollert,  Ralf Günther Josef;2013;5;39;;25
Opitz,  Klaus;2013;1;40;;30
Opitz,  Wilfried;2013;8;40;477;27
Oppermann,  Thomas;2013;5;33;;22
Ortel,  Holger;2013;5;33;353;21
Oschmann,  Lutz;2013;9;37;328;20
Osinski,  Petra;2013;;37;304;17
Oßwald,  Lukas;2013;5;36;321;19
Ostendorff,  Friedrich;2013;;37;582;31
Ostertag,  Olaf Michael;2013;14;36;444;25
Ostheimer, Dr. Volker;2013;8;33;379;24
Oswald,  Eduard;2013;20;38;;32
Ott, Dr. Hermann;2013;;37;552;30
Otte,  Henning;2013;12;34;402;25
Ottmar,  Matthias;2013;19;40;344;20
Otto,  Birgit;2013;7;34;481;27
Otto,  Hans-Joachim;2013;26;35;;27
Otto,  Stephanie Irmgard Gertrud;2013;4;37;481;27
Pabsch,  Severin;2013;;33;501;29
Päßler,  Eveline;2013;9;34;;19
Pätzold,  Ulrich;2013;11;39;;32
Panetta,  Rodolfo;2013;;40;464;26
Pannicke,  Rolf;2013;4;36;;31
Panzer,  Karsten;2013;;39;526;30
Parbs,  Eva Anna;2013;;35;534;30
Parr,  Andreas;2013;10;33;;19
Pastörs,  Udo;2013;31;39;546;30
Pau,  Petra;2013;1;36;312;18
Paul, Dr. Michael;2013;2;34;385;24
Paula,  Heinz;2013;55;33;394;25
Paule,  Stephan;2013;7;34;551;30
Pauli,  Wolfgang Ludwig Max;2013;42;36;;27
Paus,  Elisabeth;2013;;37;439;25
Pauser,  Eva;2013;3;34;380;24
Pavlicek,  Anke;2013;26;37;;29
Pawelski,  Rita;2013;11;34;467;26
Pecha,  Alfred;2013;9;35;341;20
Peddinghaus,  Dirk;2013;55;33;524;30
Pehle,  Irmgard;2013;21;37;;17
Peiker,  Christian;2013;17;36;433;25
Pelick,  Marie-Luise;2013;;40;512;29
Pellmann,  Bernd-Dieter;2013;11;59;;25
Pentz von,  Dorit Emmy Beate;2013;4;44;;25
Pentz von,  Hannes;2013;4;44;;20
Penzler,  Wolfgang;2013;1;42;;20
Perrefort,  Bernhard;2013;2;36;;27
Perschewski,  Rainer;2013;;52;427;25
Perschl,  Josef;2013;1;45;382;24
Perteck,  David;2013;9;56;;30
Peter,  Jürgen;2013;1;;322;19
Petereit,  David;2013;;39;302;17
Petermann,  Jens;2013;4;36;;18
Peters,  Frank;2013;6;37;496;28
Peters,  Martin;2013;8;33;508;29
Petersdorf,  Klaus Günter;2013;31;57;388;25
Petersen,  Jörg;2013;1;35;;17
Petersen,  Olaf;2013;;;300;17
Petry,  Christian;2013;;33;468;27
Petters,  Anke;2013;31;37;;32
Petzold,  Harald;2013;;36;377;24
Petzold,  Karsten;2013;6;53;358;22
Petzold,  Ulrich;2013;4;34;;22
Peuschel,  Markus;2013;4;;370;23
Pfäfflin,  Andrea;2013;;33;464;26
Pfannebecker,  Alfred;2013;25;36;;27
Pfau,  Janina;2013;7;36;596;32
Pfeifer,  Klaus;2013;11;;466;26
Pfeiffer, Dr. Joachim;2013;;34;381;24
Pfeiffer,  Michael;2013;;54;563;31
Pfeiffer,  Oskar;2013;5;53;;31
Pfeiffer,  Sibylle;2013;2;34;;30
Pfeiffer, Prof. Dr. Thomas;2013;6;34;472;27
Pfirrmann,  Karl-Heinz Rudolf;2013;27;39;;27
Pfisterer,  Gerhard;2013;9;44;511;29
Pfisterer,  Tanja;2013;3;56;442;25
Pfitzer,  Stephan;2013;30;39;537;30
Pflug,  Johannes Andreas;2013;6;33;;31
Philipp,  Beatrix;2013;69;34;416;25
Phlak,  Matthias;2013;12;36;407;25
Pichl,  Peter Hartmut;2013;10;39;;28
Pichlmeier,  Erich;2013;;46;493;28
Picker,  Hans Joachim;2013;33;59;;30
Piehl,  Jochen;2013;3;56;;19
Pielsticker,  Siegfried;2013;6;58;;29
Pieper,  Cornelia;2013;19;35;522;30
Piepgras,  Hans-Heinrich;2013;1;57;372;23
Pietsch,  Britta;2013;5;36;;17
Piltz,  Gisela;2013;13;35;411;25
Pinkert,  Thomas;2013;2;37;406;25
Pinzke,  Denis;2013;;33;466;26
Piovano,  Christian;2013;6;34;317;18
Pitterle,  Richard;2013;31;36;;31
Plack,  Sarah;2013;6;36;559;31
Plate,  Hans;2013;11;37;;30
Plessing,  Klaus;2013;14;43;549;30
Plischka,  Eduard;2013;2;39;;30
Ploetz,  Yvonne;2013;;36;437;25
Plotzki,  Karsten;2013;3;36;;32
Poetsch,  Frederik;2013;28;40;;20
Pöttering,  Johannes;2013;;34;486;27
Pofalla,  Ronald;2013;32;34;;20
Pohl,  Markus;2013;2;39;412;25
Pohl,  Matthias;2013;;39;424;25
Pohl,  Walter;2013;;46;428;25
Pohlmann,  Wolfgang;2013;34;40;;30
Poland,  Christoph;2013;3;34;;25
Polch,  Winfried;2013;6;35;317;18
Polei,  Herbert;2013;55;;426;25
Polenz,  Ruprecht;2013;;34;380;24
Polheim von,  Jörg;2013;11;35;429;25
Pollern von, Dr. Hans-Ingo;2013;21;34;399;25
Polly,  Dirk Thorsten;2013;62;57;;31
Pols,  Eckhard;2013;5;34;;30
Polt,  Matthias;2013;25;39;337;20
Polzer,  Helmut;2013;;58;525;30
Polzer-Storek,  Alice-Sarah;2013;1;37;;30
Ponickau,  Ingo;2013;;57;357;22
Popp,  Andreas;2013;7;57;;30
Porray,  Maike;2013;1;;;30
Porsch, Prof. Dr. Peter;2013;;36;513;30
Portz, Dr. Thomas;2013;;34;451;26
Poschinger-Bray Freiherr von,  Sebastian-Gabriel;2013;51;35;401;25
Poß,  Joachim;2013;56;33;;30
Post,  Achim;2013;56;33;423;25
Post,  Michael;2013;;36;434;25
Postel,  Michael;2013;;35;506;29
Pothmer,  Brigitte;2013;;37;421;25
Pozimski,  Helmut;2013;1;57;348;20
Poznanski,  Daniel;2013;6;35;;30
Pradel,  Timo;2013;35;39;443;25
Präger,  Wilfried;2013;9;33;450;25
Pramor,  Karl-Heinz;2013;10;45;494;28
Pranghofer,  Uwe;2013;10;35;;25
Preetorius,  Elke;2013;26;44;553;30
Presch,  Dirk Friedrich;2013;2;33;;30
Preuß,  Friedrich;2013;59;39;;25
Preuß,  Joachim Jürgen;2013;;58;351;20
Price,  Walter;2013;;56;551;30
Pricelius,  Peter Jürgen;2013;31;40;553;30
Pries,  Christoph;2013;1;33;;21
Pries,  Michaela;2013;26;34;426;25
Priesmeier, Dr. Wilhelm;2013;3;33;304;17
Pröhl,  Martin;2013;30;42;352;20
Pröhl,  Wilhelm;2013;6;42;;20
Progl,  Richard;2013;7;46;;20
Pronold,  Florian;2013;35;33;;30
Prüll,  Friederike;2013;1;42;529;30
Prümm,  Max;2013;7;34;482;27
Przybylo,  Peter;2013;22;59;;29
Puckl,  Rudolf;2013;9;46;;25
Pühse,  Jens;2013;7;39;;30
Pürsün,  Yanki;2013;3;35;452;26
Pütz,  Lasse;2013;33;33;;27
Puff,  Heinz-Detlev;2013;63;33;400;25
Pusch,  Alexander;2013;19;45;;32
Puttrich,  Lucia;2013;9;34;;24
Putzier,  Jan-Henner;2013;14;33;476;27
Quadfasel,  Guido;2013;52;34;;20
Quaquil,  Lars Christoph;2013;10;34;356;22
Quehl,  Stefan;2013;43;35;;20
Quellmann, Dr. Christina;2013;43;34;538;30
Quijano-Burchardt,  Maria Sabina;2013;28;37;;17
Raab,  Birgit;2013;13;37;;29
Raab,  Daniela;2013;17;38;544;30
Raabe, Dr. Sascha;2013;13;33;522;30
Raake,  Uwe;2013;10;45;479;27
Raatz, Dr.-Ing. habil. Simone;2013;;33;381;24
Rabanus,  Martin;2013;6;33;461;26
Rabel,  Stefan;2013;16;34;477;27
Rachel,  Thomas;2013;5;34;;32
Rademachers,  Andreas;2013;14;35;390;25
Raderschadt,  Harald;2013;31;43;389;25
Radloff,  Gabriele;2013;6;;;30
Radomski,  Kerstin;2013;;34;313;18
Radtke,  Martin;2013;27;39;414;25
Radunski,  Helmut;2013;;39;468;27
Radzimanowski, Dr. Kersten;2013;;39;302;17
Radziwill,  Ülker;2013;4;33;359;22
Raemdonck van,  Jürgen;2013;9;;;24
Rätzel,  Raimar;2013;;;315;18
Räuschel,  Maria;2013;;45;364;22
Ragg,  Günther;2013;;39;330;20
Raischl,  Georg;2013;;51;587;31
Ramsauer, Dr. Peter;2013;3;38;;30
Ranfft,  Wolf;2013;1;58;524;30
Raschke,  Benjamin;2013;;37;544;30
Ratajczak, Dr. Cordula;2013;2;37;362;22
Ratanski,  Andreas;2013;5;57;456;26
Rath,  Martin;2013;3;36;;23
Ratjen-Damerau, Dr. Christiane;2013;;35;426;25
Ratter,  Ruth;2013;10;37;327;20
Rau,  Doris;2013;11;34;;29
Rau-Stoll,  Marie-Luise;2013;34;33;;27
Rauber,  Gabriele Maria;2013;30;34;;27
Rauschenbach,  Michael;2013;12;40;;32
Rawert,  Mechthild;2013;3;33;;24
Reball,  Siegfried;2013;4;39;381;24
Rebmann,  Kai;2013;;43;432;25
Rebmann,  Stefan;2013;;33;578;31
Rech,  Daniel;2013;17;53;574;31
Recknagel,  Lutz Rüdiger;2013;3;35;;29
Rectenwald,  Nina;2013;;35;496;28
Redlhammer-Raback,  Bärbel;2013;12;53;;32
Reetnitz von,  Manfred;2013;3;40;;22
Regehly,  Imanuel;2013;4;39;;27
Rehahn, Dr. Thomas;2013;7;37;;24
Rehberg,  Eckhardt Harald;2013;22;34;486;27
Reiche,  Katherina;2013;2;34;316;18
Reiche,  Sebastian;2013;1;39;361;22
Reiche,  Steffen;2013;;33;491;28
Reichel,  Julia;2013;5;42;364;22
Reichel,  Maik;2013;;33;481;27
Reichenbach,  Gerold;2013;7;33;373;23
Reichenberg,  Marcus;2013;9;37;483;27
