Name;Jahr;Listenplatz;Partei;Wahlkreis;Bundesland
Räuschel, Maria;2009;7;15;;4
Rauschendorfer, Monika;2009;29;5;;14
Rau-Stoll, Marie-Luise;2009;43;1;;11
Ravens, Bernd Albert;2009;2;2;55;5
Rawert, Mechthild;2009;4;1;82;8
Rebmann, Stefan;2009;28;1;279;15
Recknagel, Lutz Rüdiger;2009;2;5;198;12
Rehberg, Eckhardt;2009;2;2;14;2
Rehmet, Dr. Roland;2009;46;5;258;14
Rehnen, Heiner;2009;;4;32;4
Reiche, Katherina;2009;1;2;61;6
Reiche, Steffen;2009;1;1;64;6
Reichel, Lutz;2009;9;9;62;6
Reichel, Maik;2009;11;1;74;7
Reichelt, Moritz;2009;;23;82;8
Reichelt, Robert;2009;13;5;;10
Reichenbach, Gerold;2009;10;1;185;11
Reichenberg, Marcus;2009;;4;227;14
Reichert, Konrad;2009;19;5;;13
Reichert, Nobert;2009;7;8;;11
Reidinger, Willy;2009;44;5;;14
Reif, Jonas;2009;9;4;;6
Reif, Kea;2009;;32;25;4
Reifenstein, Birgit Renate;2009;4;22;;7
Reimann, Dr. Carola;2009;19;1;50;4
Reimann, Michael;2009;10;6;62;6
Reimers, Gabriele;2009;32;5;104;9
Reinartz, Karl-Heinz;2009;29;5;125;9
Reinauer, Cornelia;2009;5;6;84;8
Reinders, Hermann;2009;22;2;25;4
Reineke, Johannes;2009;54;1;137;9
Reinemund, Dr. Birgit;2009;11;5;276;15
Reinhardt, Dieter;2009;10;4;39;4
Reinhoff, Manfred;2009;20;11;;9
Reinhoff, Marina;2009;21;11;;9
Reinholz, Gordon;2009;6;9;76;8
Reinke, Elke;2009;5;6;;7
Reinke, Matthias;2009;;6;261;15
Reiser, Margarete;2009;54;2;;15
Reiß, Beate;2009;14;6;;3
Remus, Andrea;2009;5;5;67;7
Renfordt, Karsten;2009;;6;151;9
Renger, Martina;2009;;14;137;9
Rennicke, Frank;2009;3;9;;13
Renz, Bärbel Marianne;2009;7;22;;4
Resch, Dr. Johannes;2009;5;14;;13
Reska, Reinhild;2009;;6;126;9
Reuscher, Lutz;2009;4;7;75;7
Reuther, Otmar;2009;9;15;;15
Rexrodt, Gisela Irene;2009;5;4;191;12
Reymann, Fabian;2009;2;24;;8
Reynen-Kaiser, Hilde;2009;3;15;;9
Richstein, Barbara;2009;10;2;58;6
Richter, Bernd;2009;5;14;;15
Richter, Gerrit;2009;22;1;182;11
Richter, Gordon;2009;5;9;195;12
Richter, Hartmut Siegfried;2009;22;5;;10
Richter, Karl;2009;;9;225;14
Richter, Roland;2009;5;9;;4
Richter, Thomas;2009;16;5;;10
Richter-Eberl, Dr. Ute;2009;37;2;;15
Rieger, Jürgen;2009;1;9;;3
Rieger, Rudolf;2009;20;9;254;14
Riegert, Klaus;2009;14;2;264;15
Riemann-Hanewinckel, Christel;2009;1;1;73;7
Riemer, Barbara;2009;2;22;83;8
Riemer-Noltenius, Dr. Erika;2009;1;13;;5
Ries, Knut;2009;55;3;;14
Riesenberg, Monika;2009;5;12;;9
Riesenhuber, Prof. Dr. Heinz;2009;2;2;182;11
Riester, Walter;2009;10;1;264;15
Rietschel, Jörg;2009;14;1;;12
Rinke, Thomas;2009;3;12;;14
Ripoll, Christine;2009;33;2;;13
Rippert, Ulrich;2009;1;24;;8
Ripsam, Iris;2009;24;2;;15
Ritter, Achim;2009;;6;179;11
Ritter, Karl;2009;;32;259;15
Ritter, Matthias;2009;4;8;;12
Ritter, Peter Heinz;2009;;6;16;2
Rix, Sönke;2009;5;1;4;1
Robbe, Walter;2009;;12;281;15
Rochow, Mathias;2009;;9;114;9
Rodriguez-Teufer, Rene;2009;;9;208;13
Roedel, Hannelore;2009;25;3;;14
Roese, Tobias;2009;20;5;266;15
Rogatty, Irene;2009;17;6;176;11
Rogosch, Dr. Detlef Kurt;2009;56;1;;4
Rohde, Dennis;2009;45;1;;4
Rohde, Jörg;2009;7;5;243;14
Rohe, Helmut;2009;;32;94;9
Rohleder, Georg;2009;30;3;;14
Rohlfshagen, Hilke;2009;4;14;;1
Röhner, Wenke;2009;23;6;;10
Rolker, Peter Jobst;2009;25;5;31;4
Romberg, Stefan;2009;;23;121;9
Romer, Franz;2009;;2;293;15
Ronge, Christian;2009;;32;17;2
Röring, Johannes;2009;;2;127;9
Röseler, Monika;2009;21;6;;4
Rosemann-Kallweit, Ingeborg;2009;29;2;;13
Rosenbaum, Peter;2009;39;6;;4
Rösner, Frank Jürgen Claus;2009;;31;250;14
Röspel, Rene;2009;36;1;139;9
Röspel, Wolfgang;2009;46;2;139;9
Rössel, Dr. Uwe-Jens;2009;8;6;75;7
Rossmanith, Kurt;2009;;3;258;14
Rossmann, Dr. Ernst Dieter;2009;1;1;7;1
Roßmüller, Sascha Alfred;2009;5;9;;14
Rost, Sören;2009;11;2;;12
Rostock, Clemens;2009;6;4;63;6
Roth, Birgit;2009;14;1;210;13
Roth, Claudia;2009;1;4;253;14
Roth, Hans;2009;10;22;;11
Roth, Helmut;2009;34;1;261;15
Roth, Karin;2009;12;1;262;15
Roth, Michael;2009;5;1;171;11
Rothe, Hans-Dieter Otto;2009;12;6;;2
Rothe, Judith;2009;7;9;75;7
Rothe, Klaus;2009;13;11;;8
Rothe, Sonja;2009;86;2;;9
Rothe, Stephan;2009;10;6;;13
Rothe-Beinlich, Astrid;2009;3;4;193;12
Rott, Hans-Jürgen;2009;14;8;;10
Röttgen, Dr. Norbert;2009;5;2;99;9
Rottka, Natalie;2009;13;6;81;8
Rottmair, Thomas;2009;3;15;154;10
Rottstaedt, Walter;2009;;6;131;9
Röver, Thomas;2009;29;6;50;4
Roye, Guido;2009;35;2;;15
Rübel, Sandra;2009;;9;280;15
Ruck, Dr. Christian;2009;21;3;253;14
Rüddenklau, Jutta;2009;23;2;;11
Rüdiger, Daniel;2009;8;23;;3
Rudolf, Klaus;2009;1;11;;12
Rudolf, Lutz-Peter;2009;;32;72;7
Rüffer, Corinna;2009;3;4;205;13
Ruge, Dr. Helmut;2009;10;14;11;1
Rügner, Peter;2009;14;22;268;15
Ruhland, Dieter;2009;12;5;;1
Rühlemann, Klaus Theo;2009;11;8;;10
Rühlemann, Martin;2009;10;9;;12
Rumohr von, Gabriele;2009;3;12;44;4
Runde, Ortwin;2009;1;1;23;3
Runge, Dr. Monika;2009;;6;155;10
Runge, Judith;2009;18;1;;1
Rupp, Daniela Alexia;2009;15;6;;13
Rupp, Jörg;2009;20;4;273;15
Rupp, Klaus-Rainer Heinrich Wilhelm;2009;1;6;;5
Rupprecht, Albert;2009;20;3;236;14
Rupprecht, Johannes;2009;2;22;245;14
Rupprecht, Marlene Dorothe Henriette;2009;16;1;244;14
Rust, Christa;2009;6;10;;11
Rust, Henning Rolf Carsten;2009;7;20;;8
Rüttiger, Kathleen;2009;18;6;;14
Rybohl, Horst-Paul;2009;46;2;;15
Rzepka, Peter;2009;4;2;82;8
Sacher, Martina Evelin;2009;;6;161;10
Sachs, Volker;2009;9;9;;11
Sager, Krista;2009;1;4;19;3
Sahin, Mehmet Ertas;2009;;32;29;4
Sahin, Naci;2009;;32;93;9
Salecker, Kim Karl;2009;3;9;;5
Salterberg, Anke;2009;;9;124;9
Salzberger, Franz;2009;3;9;232;14
Sandt, Julika Muriel;2009;19;5;221;14
Sänger, Björn;2009;18;5;169;11
Sanlik, Figen;2009;10;15;84;8
Sarrazin, Manuel;2009;5;4;;3
Sauer, Rainer;2009;;6;127;9
Sauer, Thomas;2009;13;1;10;1
Saur, Manfred;2009;;9;217;14
Saure, Stephanie;2009;73;2;;9
Sauter, Herbert;2009;4;8;;15
Sblewski, Marianne Elfriede;2009;17;11;;9
Schaaf, Anton;2009;53;1;119;9
Schabert, Johannes;2009;1;12;245;14
Schachner, Günther;2009;;6;227;14
Schacht, Christiane;2009;8;12;;9
Schächterle, Paul;2009;41;6;;4
Schade, Claus;2009;1;9;87;8
Schade, Ursula;2009;5;11;;8
Schädel, Monty;2009;8;6;;2
Schäfer, Anita;2009;7;2;212;13
Schäfer, Axel;2009;50;1;141;9
Schäfer, Dr. Heinz;2009;;6;187;11
Schäfer, Jürgen;2009;49;2;;15
Schäfer, Paul;2009;4;6;91;9
Schäfer, Peter Daniel;2009;;32;173;11
Schäfer, Thomas;2009;13;5;181;11
Schäfer, Uwe;2009;1;9;2;1
Schäfer, Wolf;2009;6;11;;11
Schäfer-Hansen, Peter;2009;;9;21;3
Schäffler, Frank;2009;12;5;134;9
Schall, Heidrun;2009;;14;219;14
Schallenberg, Wilhelm Henri;2009;19;15;;9
Schallock, Carsten;2009;17;11;;8
Schamaitis, Peter;2009;5;15;;11
Schamberg, Klaus;2009;;9;42;4
Schanne, Dr. Rainer;2009;2;14;;13
Scharf, Adelheid;2009;6;6;269;15
Scharf, Hermann Josef;2009;4;2;298;16
Scharfenberg, Elisabethe;2009;7;4;240;14
Scharfscheer, Heidi;2009;2;10;;4
Schart, Herbert;2009;13;9;;12
Schattschneider, Dirk;2009;27;5;135;9
Schäuble, Dr. Wolfgang;2009;1;2;285;15
Schauerhammer, Lutz;2009;8;15;;11
Schauerte, Hartmut;2009;;2;150;9
Schaus, Hermann Ludwig;2009;;6;177;11
Schauws, Ursula;2009;;4;111;9
Schavan, Dr. Annette;2009;3;2;292;15
Schavier, Karl;2009;84;2;;9
Scheel, Christine;2009;3;4;248;14
Scheelen, Bernd;2009;15;1;111;9
Scheer, Dr. Hermann;2009;2;1;265;15
Scheffczyk, Andreas Werner;2009;;32;197;12
Scheffler, Horst;2009;3;8;;7
Scheffler, Matthias Frank;2009;7;5;7;1
Scheffler, Siegfried Willy;2009;;1;85;8
Scheiblich, Dr. Herbert;2009;;6;281;15
Scheider, Christian;2009;;6;294;15
Scheithauer, Werner;2009;16;12;;14
Schekorr, Frank;2009;7;9;;15
Schenk, Alexander;2009;;4;270;15
Scherbaum, Sabine;2009;4;13;;14
Scherer, Alexandra;2009;;14;221;14
Scherer, Ellen;2009;11;9;177;11
Scheringer-Wright, Dr. Johanna;2009;13;6;190;12
Scheuer, Dr. Andreas;2009;;3;230;14
Schewe-Gerigk, Irmingard;2009;7;4;140;9
Schick, Gerhard;2009;8;4;276;15
Schick, Hermann;2009;6;12;;15
Schick, Jürgen;2009;;5;81;8
Schick, Werner;2009;17;8;;15
Schieber, Alois;2009;11;15;;14
Schieder, Marianne;2009;14;1;235;14
Schiefner, Udo;2009;33;1;112;9
Schieske, Rene;2009;;9;66;7
Schiewerling, Karl Richard Maria;2009;;2;128;9
Schikora, Norbert;2009;;4;244;14
Schilke, Babara Maria;2009;1;22;;2
Schiller, Bernd;2009;;9;115;9
Schilling, Jens Knut;2009;14;9;166;10
Schilling, Stephan;2009;8;4;36;4
Schily, Dr. Konrad;2009;13;5;140;9
Schily, Otto;2009;3;1;223;14
Schimmel, Wolfgang;2009;4;9;8;1
Schimon, Leopold;2009;4;11;;14
Schindler, Norbert;2009;5;2;210;13
Schinnenburg, Dr. Wieland Albert Wilhelm;2009;;5;23;3
Schira, Frank-Thorsten;2009;7;2;;3
Schirmbeck, Georg;2009;13;2;38;4
Schirmer, Dr. Heinrich;2009;;6;201;13
Schirmer, Helmuth;2009;;6;48;4
Schirmer, Herbert;2009;;9;92;9
Schirrmacher, Fred;2009;3;22;;8
Schlagwein, Wolfgang;2009;12;4;200;13
Schlebusch, Hans-Martin;2009;67;2;;9
Schlegel, Cornelie;2009;46;2;;4
Schlegel, Matthias;2009;10;4;;12
Schlesinger, Paul Friedrich Georg Martin;2009;28;22;123;9
Schlierer, Dr. Rolf;2009;2;8;;15
Schlottmann, Klaus-Dieter;2009;1;12;45;4
Schlumberger-Dogu, Lilian Katharina;2009;;6;223;14
Schlusche, Dr. Roland;2009;20;4;233;14
Schlüter, Andrew;2009;1;22;;8
Schmalzbauer, Friedrich Franz;2009;;6;219;14
Schmans, Christian;2009;28;5;;4
Schmeltzer-Urban, Renate;2009;72;1;;9
Schmelzer, Lutz;2009;;6;135;9
Schmettau, Karlo;2009;7;5;;2
Schmid, Angela;2009;9;2;260;15
Schmid, Brigitte;2009;11;4;292;15
Schmid, Hans Dieter;2009;10;12;;14
Schmid, Hans Franz;2009;35;2;;13
Schmid, Josefa;2009;38;3;;14
Schmid, Xaver;2009;18;5;293;15
Schmidbauer, Bernd;2009;6;2;278;15
Schmidt, Andreas;2009;33;2;119;9
Schmidt, Christian;2009;19;3;244;14
Schmidt, Claudia;2009;78;2;;9
Schmidt, Dagmar;2009;6;1;148;9
Schmidt, Dagmar;2009;23;1;;11
Schmidt, Dr. Frank;2009;9;1;177;11
Schmidt, Edda;2009;2;9;291;15
Schmidt, Hans;2009;1;9;;11
Schmidt, Hans;2009;;9;295;15
Schmidt, Henry;2009;5;6;;16
Schmidt, Renate;2009;2;1;243;14
Schmidt, Renate Gisela;2009;11;22;;15
Schmidt, Rositha;2009;10;14;;16
Schmidt, Rüdiger Christian Hartmut;2009;9;22;;7
Schmidt, Rudolf;2009;4;12;;5
Schmidt, Silvia;2009;7;1;75;7
Schmidt, Ulla;2009;4;1;88;9
Schmidt-Kempe, Beate;2009;24;1;287;15
Schmidtschaff-Aicher, Renate;2009;2;13;;14
Schmieta-Lüdtke, Petra;2009;;4;51;4
Schmitt, Brigitte Maria;2009;3;14;;13
Schmitt, Heinz;2009;11;1;213;13
Schmitt, Ingo;2009;2;2;81;8
Schmitt, Michael;2009;6;14;;13
Schmitz, Andreas;2009;;4;100;9
Schmitz, Christian Zlatko;2009;18;1;;13
Schmitz, Elke;2009;75;1;;9
Schmitz, Hendrik;2009;85;2;;9
Schmitz, Thomas;2009;53;2;;11
Schnabel, Wolfgang;2009;4;5;8;1
Schnappauf, Delf;2009;24;4;;11
Schnarr, Patricia;2009;48;1;;14
Schneider, Angelika;2009;4;19;;10
Schneider, Angelika;2009;12;1;;6
Schneider, Astrid;2009;8;4;;8
Schneider, Baldwin;2009;4;12;;14
Schneider, Bernd;2009;30;6;;4
Schneider, Carsten;2009;2;1;194;12
Schneider, Christa Antje;2009;11;6;;12
Schneider, Christiane;2009;4;6;;3
Schneider, Dr. Heinz-Joachim;2009;2;8;;12
Schneider, Elisabeth;2009;19;6;;11
Schneider, Irmgard;2009;3;11;;6
Schneider, Maria;2009;18;2;;16
Schneider, Nina;2009;8;9;;15
Schneider, Peter;2009;12;4;186;11
Schneider, Philipp;2009;16;1;;16
Schneider, Ulrich;2009;;4;268;15
Schneider, Volker;2009;1;6;;16
Schneller, Beate;2009;63;2;;15
Schnellrieder, Simon;2009;22;4;;11
Schnur, Toralf;2009;;5;17;2
Schnurr, Christoph;2009;7;5;184;11
Schock, Horst;2009;;6;299;16
Schockenhoff, Dr. Andreas;2009;;2;294;15
Scholl, Heinz;2009;14;11;;9
Schollmeyer, Petra Maria Gertrud;2009;17;6;;12
Scholtz, Ulrich;2009;;5;259;15
Scholz, Olaf;2009;3;1;20;3
Scholz, Oliver;2009;14;2;;8
Schomburg, Ann-Christin;2009;3;6;;11
Schommer, Barbara;2009;;9;172;11
Schön, Jürgen;2009;10;9;153;10
Schonath, Alexander;2009;14;8;;15
Schönbucher, Thomas;2009;12;12;246;14
Schöne, Tilo Hermann;2009;14;8;;14
Schöneberg, Günter;2009;18;2;;13
Schöneweiß, Hans-Peter;2009;26;5;121;9
Schönfelder, Jörg;2009;6;15;166;10
Schönhuber, Franz;2009;;9;160;10
Schöpfer, Tina;2009;3;4;296;16
Schorling, Hans-Günter;2009;;12;36;4
Schossow, Andre;2009;;9;147;9
Schott, Mariana;2009;6;6;;11
Schowanek, Emil;2009;1;11;;14
Schrader, Leif;2009;;5;19;3
Schrage, Martina;2009;71;2;;9
Schramm, Dieter;2009;9;12;;14
Schreer, Klaus;2009;;6;222;14
Schreiber, Bettina;2009;23;4;;11
Schreiber, Patrick;2009;12;2;;10
Schreiner, Herbert;2009;33;1;232;14
Schreiner, Ottmar;2009;1;1;297;16
Schrembs, Rüdiger Maximilian;2009;9;9;221;14
Schröder, Dr. Ole;2009;2;2;7;1
Schröder, Gerhard;2009;1;1;;4
Schröder, Klaus;2009;;4;138;9
Schröder-Schetelig, Friedrich;2009;13;11;;4
Schrodt, Wolfgang;2009;57;2;;15
Schröer, Bernd;2009;;9;58;6
Schröer, Hermann;2009;39;2;;4
Schröter, Ella Frieda Annerose;2009;8;19;;10
Schruoffeneger, Oliver;2009;;4;78;8
Schtschepik, Albert;2009;;6;205;13
Schubert, Bernd;2009;;9;163;10
Schubert, Gottfried;2009;12;8;224;14
Schubert, Katina;2009;;6;97;9
Schubert, Uwe;2009;9;9;;2
Schubeus, Arnd;2009;5;8;;9
Schuckart-Witsch, Berno;2009;5;6;;3
Schugens, Gottfried Christoph;2009;18;2;;12
Schuhmacher, Markus;2009;15;9;;9
Schui, Dr. Herbert;2009;3;6;36;4
Schuldt, Sigmar-Peter;2009;1;9;;6
Schüler, Ulrich;2009;2;22;;6
Schülke, Dierk Erwin Kurt;2009;15;1;162;10
Schulmeyer, Gerhard;2009;;6;185;11
Schulte, Oliver;2009;39;3;;14
Schulte-Drüggelte, Bernhard;2009;16;2;147;9
Schulte-Huermann, Matthias;2009;;4;148;9
Schultz, Reinhard Walter;2009;21;1;131;9
Schultz, Robert;2009;11;23;;8
Schultz, Wolfgang;2009;2;11;;6
Schulz, Bernd;2009;3;15;;15
Schulz, Dieter;2009;;9;140;9
Schulz, Gabriele;2009;9;15;;11
Schulz, Katrin;2009;12;2;;1
Schulz, Michael;2009;3;11;;8
Schulz, Reinhard;2009;30;5;;11
Schulz, Rico;2009;9;15;159;10
Schulz, Swen;2009;5;1;79;8
Schulz, Werner Gustav;2009;;4;77;8
Schulz, Wolfgang;2009;;6;280;15
Schulze, Eveline;2009;25;2;;10
Schulze, Horst;2009;3;12;;9
Schulze, Karl-Heinz;2009;6;22;;2
Schulze, Matthias;2009;2;23;;8
Schulze, Prof. Dr. Joachim;2009;4;4;157;10
Schulze, Tobias;2009;10;6;76;8
Schumacher, Michael;2009;7;9;17;2
Schumacher, Tobias;2009;20;2;;15
Schumann, Andreas;2009;9;1;196;12
Schumann, Edeltraud Gisela;2009;8;22;;7
Schummer, Uwe;2009;41;2;112;9
Schurer, Ewald;2009;19;1;215;14
Schurig, Gerhard Martin;2009;;12;238;14
Schüßler, Claus Thomas;2009;17;9;;10
Schüßler, Gitta Andrea;2009;;9;165;10
Schuster, Marina;2009;8;5;247;14
Schütt, Rainer;2009;6;9;12;2
Schütten, Rainer;2009;65;1;;9
Schütze, Dirk;2009;17;1;;12
Schütze, Sebastian;2009;36;2;;4
Schützinger, Jürgen;2009;;9;287;15
Schwabe, Frank;2009;41;1;122;9
Schwabe, Holger;2009;;5;87;8
Schwabe, Ralf;2009;8;15;;4
Schwaiger, Josef;2009;7;16;216;14
Schwall-Düren, Dr. Angelica;2009;2;1;128;9
Schwalm, Dietmar;2009;;6;148;9
Schwang, Dietrich;2009;2;22;;16
Schwang, Mathias;2009;27;6;45;4
Schwanholz, Dr. Martin;2009;6;1;39;4
Schwanitz, Rolf;2009;1;1;168;10
Schwarz, Erich Gerhard Karl;2009;;9;29;4
Schwarz, Hartmut;2009;1;11;;6
Schwarzelühr-Sutter, Rita;2009;22;1;289;15
Schwarzer, Marco;2009;13;8;;9
Schwarzfischer, Erich;2009;;9;235;14
Schwede, Hermann;2009;;9;240;14
Schweickert, Erik;2009;12;5;280;15
Schweizer, Karl;2009;;6;293;15
Schweizer, Peter;2009;10;9;;11
Schweizerhof, Gerhard Fritz Erwin;2009;13;22;119;9
Schwenke, Felix;2009;46;1;;11
Schwerdt, Frank;2009;2;9;;12
Schwertges, Heinz Peter;2009;;6;279;15
Schweßinger, Stefan;2009;13;4;;12
Sebastian, Wilhelm Josef;2009;8;2;200;13
Sedelmayr, Silvia;2009;;6;33;4
Seebens, Clemens Johann;2009;2;12;;5
Seehofer, Horst Lorenz;2009;5;3;218;14
Seelert, Martin;2009;;9;126;9
Seemann, Harry;2009;;32;130;9
Seemann-Katz, Anna Ulrike;2009;2;4;12;2
Seer, Christine;2009;11;4;245;14
Segner, Kurt;2009;;2;277;15
Sehling, Matthias;2009;26;3;;14
Sehrt, Christina;2009;36;1;;11
Sehrt, Michael;2009;24;6;;10
Seib, Marion;2009;16;3;;14
Seibel, Daniela;2009;4;10;;4
Seibert, Katrin;2009;19;1;;16
Seidel, Hans-Georg;2009;27;15;;9
Seidl, Florian;2009;51;1;;14
Seidl, Gabriele;2009;14;5;237;14
Seifert, Bärbel;2009;;4;192;12
Seifert, Bernd Mathias;2009;4;8;165;10
Seifert, Berthold;2009;2;8;252;14
Seifert, Dr. Ilja;2009;6;6;157;10
Seifert, Elisabeth Margarethe;2009;5;6;;13
Seiffert, Günter;2009;;9;182;11
Seiler, Siegfried;2009;25;5;246;14
Seiler, Till;2009;;4;288;15
Seiss, Reinhold;2009;;9;203;13
Seithe, Matti;2009;16;4;180;11
Seitz, Matthias;2009;37;1;295;15
Seitz, Roland Benedikt;2009;;6;256;14
Selg, Petra;2009;9;4;294;15
Selle, Johannes;2009;14;2;;12
Senftleben, Mieke;2009;;5;78;8
Seng, Ernst;2009;;12;24;3
Seppmann, Uwe;2009;5;12;;2
Serway, Wolfgang;2009;10;22;;15
Settele, Andreas;2009;1;16;;14
Seuß, Winfried Hartmut;2009;6;12;167;10
Severidt, Andreas;2009;;6;210;13
Sewerin, Sebastian;2009;;4;103;9
Seyler, Monika;2009;6;11;;16
Sichelstiel, Michael;2009;;4;242;14
Siebe, Dr. Michaele;2009;16;6;221;14
Siebert, Bernd;2009;5;2;172;11
Siebler, Elke;2009;11;4;173;11
Siegert, Harry;2009;;6;278;15
Siegler, Ruth Erika;2009;5;12;;5
Sieling, Nicole;2009;12;2;;3
Sikora, Kosima;2009;6;14;;14
Silberhorn, Thomas;2009;;3;237;14
Silen, Dieter;2009;5;22;;12
Siller, Peter-Stefan;2009;;4;259;15
Simm, Herbert;2009;22;2;;15
Simmling, Werner;2009;13;5;264;15
Simon, Isabel;2009;5;6;;2
Simon, Peter;2009;26;1;271;15
Singer, Dr. Jens-Peter;2009;73;1;;9
Singhammer, Johannes;2009;7;3;219;14
Singler, Eugenia;2009;61;2;;15
Sinnesbichler, Lothar;2009;;16;233;14
Sinning, Horst;2009;12;9;80;8
Sippel, Marie-Luise;2009;55;2;;15
Sipple, Corinna;2009;7;12;;15
Sitte, Dr. Petra;2009;1;6;73;7
Sitzler, Heiko;2009;;12;273;15
Slave, Günter Paul;2009;1;22;161;10
Slooten van, Peter;2009;7;1;15;2
Smieskol, Doris;2009;11;4;;12
Smieszek, Timo;2009;;4;289;15
Smit, Meenhard Enno;2009;;6;1;1
Sobieray, Ullrich;2009;12;11;;15
Soden-Fraunhofen Graf von, Dr. Werner;2009;;6;35;4
Söldner, Erwin Karl;2009;17;8;;14
Solf, Alfred;2009;;9;188;11
Solms-Hohensolms-Lich Prinz zu, Dr. Hermann Otto;2009;2;5;175;11
Sommer, Doreen;2009;13;6;;14
Sondermann, Peter;2009;9;4;;10
Sondermann, Wolfram;2009;14;6;209;13
Sondermeyer, Ralf;2009;14;6;139;9
Sonneborn, Martin;2009;7;23;;8
Sonnenberg, Ute Maria;2009;3;12;;2
Sonnenschein, Carl;2009;25;5;99;9
Soppa, Jürgen;2009;24;6;119;9
Sowa, Ursula;2009;9;4;237;14
Spaarmann, Dr. Stefan;2009;;32;152;10
Spahn, Jens;2009;;2;125;9
Spangenberg, Andrea-Maria;2009;9;5;;8
Spanier, Wolfgang;2009;38;1;134;9
Spanknebel, Björn;2009;24;1;;11
Spanl, Andrea;2009;25;4;;14
Specht, Tobias;2009;;4;258;14
Speckin, Verina;2009;6;1;;2
Spehr, Dr. Christoph Marcel;2009;16;6;;5
Sperling, Roland;2009;;6;109;9
Spethmann-Berssenbrügge, Viviane;2009;9;2;;3
Spielmann, Dr. Margrit;2009;6;1;60;6
Spielvogel, Sven;2009;10;2;;10
Spieth, Frank;2009;4;6;194;12
Spiller, Jörg-Otto;2009;;1;76;8
Spindler, Alexandra;2009;5;5;159;10
Spinrath, Norbert;2009;51;1;90;9
Spitz, Wolfgang;2009;28;2;;13
Spiwak, Sven;2009;;9;108;9
Splitgerber, Ingrid Theresia;2009;33;5;;14
Sporn, Peter;2009;18;8;;14
Spreen-Ledebur, Dietrich;2009;64;2;;9
Springer, Kilian;2009;;20;154;10
Springfeld, Johannes Günter;2009;8;22;;4
Stachowsky, Udo;2009;;9;32;4
Stadelmann, Falk;2009;22;1;;1
Stadler, Dr. Max Josef;2009;3;5;230;14
Staffelt, Dr. Ditmar;2009;6;1;83;8
Stahl, Klaus;2009;4;11;;12
Stahlschmidt, Sigrun;2009;;5;18;2
Stalleicher, Josef;2009;6;15;;11
Stalleicken, Martina;2009;8;22;;9
Stallmann, Klaus-Dieter;2009;66;2;;9
Stamm, Berthold;2009;7;25;;4
Stamm, Maren-Barbara;2009;6;25;;4
Stange, Sabine;2009;4;8;;7
Stapel, Eduard;2009;;4;66;7
Stapelfeldt, Dr. Dorothee;2009;2;1;;3
Staratschek, Felix Johannes;2009;;32;100;9
Stark, Andreas;2009;8;5;63;6
Starke, Eric;2009;16;5;180;11
Starke, Yvonne Susann;2009;9;9;;10
Staudenhöchte, Peter;2009;9;8;;14
Staudt, Alfred;2009;6;1;;16
Stawitz, Ingo;2009;3;9;7;1
Steckel, Carsten;2009;;9;48;4
Steenblock, Rainder;2009;2;4;7;1
Steenkiste, van Michael;2009;15;11;;4
Steffel, Dr. Frank;2009;;2;78;8
Steffen, Dieter;2009;;12;74;7
Steffen, Dr. Till;2009;4;4;21;3
Steffes, Ole Per;2009;4;12;;10
Stegemann, Albert;2009;50;2;;4
Steglich, Carmen;2009;16;9;;10
Steidle, Alexis;2009;;9;200;13
Steigert, Marco;2009;3;8;;13
Steigert, Otto Albert;2009;;8;209;13
Steimer, Christine;2009;22;2;;16
Stein vom, Walter;2009;9;15;;9
Stein, Hartmut Lothar;2009;;32;197;12
Stein, Uwe Horst;2009;3;12;;10
Steinbach, Erika;2009;3;2;184;11
Steinbach, Jens;2009;20;9;;10
Steinbach, Michael;2009;;28;84;8
Steinberg, Sören;2009;53;1;;4
Steinecke, Dieter;2009;16;1;32;4
Steininger, Alfred;2009;19;8;;15
Steinkamp, Frank;2009;;6;128;9
Steinke, Horst;2009;;9;38;4
Steinkopf, Harald;2009;;6;203;13
Stelze, Brigitte;2009;;6;133;9
Stemmer, Horst;2009;23;15;;9
Stenau, Heinrich;2009;;4;135;9
Stenglein, Claus Heinrich;2009;44;1;241;14
Stenz, Tina;2009;3;10;;3
Steppuhn, Andreas;2009;8;1;68;7
Stern, Jörg;2009;;4;156;10
Stern, Lars;2009;14;6;;15
Stetten von, Christian;2009;;2;269;15
Steup, Christian;2009;5;9;206;13
Stevens-Kimpel, Ursula;2009;17;6;26;4
Stiefler, Ingo;2009;32;5;216;14
Stiegler, Ludwig;2009;1;1;236;14
Stieglitz von, Sylvia;2009;10;5;;8
Stieglmeier, Helga Barbara;2009;17;4;215;14
Stier, Dieter;2009;7;2;74;7
Stiewe, Hauke;2009;;32;84;8
Stindl, Tobias;2009;;4;277;15
Stinner, Dr. Rainer;2009;4;5;220;14
Stirböck, Oliver;2009;12;5;186;11
Stockburger, Georg;2009;10;4;59;6
Stöckel, Rolf;2009;81;1;145;9
Stocker, Horst;2009;2;11;;14
Stöckert, Klaus;2009;14;4;246;14
Stockert, Magdalena Gertrud;2009;2;22;209;13
Stoiber, Dr. Edmund;2009;1;3;;14
Stoiber, Siegfried;2009;;6;235;14
Stokar von Neuforn, Silke;2009;3;4;42;4
Stoletzky, Herta;2009;15;11;;9
Stolz, Andre;2009;26;2;;11
Storjohann, Gero;2009;5;2;8;1
