Name;Jahr;Listenplatz;Partei;Wahlkreis;Bundesland
Hinz, Wolfgang;2009;30;6;168;10
Hirsch, Cornelia;2009;5;6;;12
Hirschfelder, Hermann;2009;68;2;;9
Hirte, Christian;2009;6;2;191;12
Hitzing, Franka;2009;6;5;190;12
Hochbaum, Robert;2009;;2;168;10
Höck, Torsten;2009;22;2;;13
Hocke, Reinhold;2009;15;5;172;11
Höcketstaller, Bastian Gerhard;2009;39;1;214;14
Hofbauer, Klaus;2009;;3;235;14
Hofe von, Erich;2009;20;4;30;4
Hofer, Christoph Martin;2009;14;9;;14
Höfer, Gerd;2009;7;1;172;11
Hoff, Elke;2009;3;5;199;13
Hoffmann, Dr. Rita;2009;1;9;;12
Hoffmann, Felix;2009;12;15;164;10
Hoffmann, Iris;2009;4;1;12;2
Hoffmann, Michael;2009;;9;148;9
Hoffmeier, Michael;2009;21;4;;12
Höfken-Deipenbrock, Ulrike;2009;1;4;204;13
Hofmann, Frank;2009;15;1;251;14
Hofmann, Friedrich Christoph;2009;7;22;191;12
Hofmann, Johanna Maria;2009;2;22;;12
Hofmann, Reiner;2009;16;6;;15
Hofmann, Wolfgang Heinz;2009;43;3;;14
Hofmeier, Leo;2009;41;3;;14
Hofreiter, Dr. Anton;2009;6;4;223;14
Höger-Neuling, Inge;2009;3;6;134;9
Högg, Markus;2009;;6;257;14
Högl, Dr. Eva;2009;7;1;;8
Hohmann, Martin;2009;;32;176;11
Höhn, Bärbel;2009;1;4;118;9
Höhne, Norbert;2009;18;15;;9
Höhne, Renate;2009;16;22;139;9
Holbach, Christian;2009;5;5;297;16
Höld, Martin;2009;;32;293;15
Höll, Dr. Barbara;2009;5;6;153;10
Holl, Matthias-Johannes;2009;;28;222;14
Holldorf, Peter;2009;10;1;;3
Höllen, Daniel Matthias;2009;11;4;162;10
Holler, Anton;2009;43;5;;14
Hollstein, Andreas;2009;10;9;45;4
Hölsch, Paula;2009;16;11;;15
Holst von, Margarete;2009;7;12;;2
Holstein, Lars;2009;37;1;258;14
Holstiege, Angela Margareta;2009;25;4;134;9
Holter, Helmut Karl Hans;2009;;6;17;2
Höltgen, Dr. Daniel;2009;31;1;237;14
Holthoff, Adolf;2009;5;25;;4
Holz, Carola;2009;4;9;72;7
Holzapfel, Elke Rosemarie;2009;10;2;;12
Holzenkamp, Franz-Josef;2009;29;2;33;4
Holzfuß, Martin;2009;43;5;;11
Holzheuer-Rothensteiner, Bärbel;2009;11;6;80;8
Holzner, Berit;2009;3;13;;14
Homburger, Birgit;2009;1;5;288;15
Homeyer, Dierk;2009;5;2;59;6
Hönlinger, Ingrid;2009;15;4;266;15
Honsel, Gerhard;2009;16;14;;9
Höntsch, Michael;2009;10;6;;4
Höpfner, Daniel;2009;50;1;;11
Hoppe, Kurt;2009;;9;198;12
Hoppe, Martin Bernhard;2009;10;4;;1
Hoppe, Thilo;2009;4;4;25;4
Hoppenstedt, Dr. Albrecht;2009;13;5;44;4
Höppner, Sabine;2009;3;13;;8
Horb, Margaret;2009;18;2;;15
Horn, Christian;2009;;9;43;4
Horn, Michael;2009;14;6;;5
Hornberger, Reinhard;2009;10;8;;14
Hörner, Manfred;2009;12;22;;14
Hornig, Manfred Herbert;2009;53;1;;14
Hornsteiner, Eduard Georg;2009;;9;227;14
Hornung, Cornelia;2009;31;1;;11
Hornung, Dunja;2009;23;6;;9
Horst, Alfred Hermann;2009;;9;173;11
Hörster, Joachim;2009;1;2;206;13
Hörter, Frank;2009;47;2;;15
Hörter, Heinz;2009;13;11;;9
Houben, Bettina;2009;34;5;96;9
Hovermann, Eike Anna Maria;2009;3;1;147;9
Hoyer, Dr. Guido;2009;10;6;216;14
Hoyer, Dr. Werner;2009;4;5;95;9
Hubert, Daniel;2009;7;9;53;4
Hubig, Ute;2009;11;2;;16
Hübing, Dieter;2009;5;8;;14
Hübinger, Anette;2009;3;2;296;16
Hübner, Klaas;2009;2;1;72;7
Hübner, Ralf;2009;27;2;;15
Huffschmid, Jörg Heinrich;2009;4;6;;5
Hugo, Markus;2009;51;1;;4
Hülsmeyer, Rainer;2009;5;8;;11
Hultsch, Dr. Steffen;2009;6;6;;6
Hultsch, Roland Wolfgang;2009;23;15;;10
Humann, Gustav;2009;11;1;;12
Humke, Patrick-Marc;2009;24;6;;4
Humme, Christel;2009;34;1;140;9
Hummel, Helmut;2009;40;5;;11
Hummel, Peter;2009;6;15;;15
Hummel, Werner Josef;2009;1;14;;14
Humpich, Dr. Klaus-Dieter;2009;;5;83;8
Hundelshausen Freiherr von, Stephan;2009;6;5;21;3
Hundt, Norbert;2009;15;1;;7
Hüppe, Hubert;2009;22;2;145;9
Hurst, Martin;2009;18;2;;1
Hurst, Martina;2009;34;2;;15
Huth, Adelheid;2009;5;12;252;14
Huth, Heidrun;2009;6;11;;8
Huthmann, Heinz;2009;38;5;;11
Huxhold, Erika Roswitha Gisela;2009;37;1;;4
Ibraimkulova, Elvira;2009;;32;299;16
Ibrügger, Lothar;2009;45;1;135;9
Ilius, Klaus-Dieter;2009;7;22;;8
Ilse, Jens;2009;45;6;;4
Imhof, Barbara;2009;30;1;;11
Iraschko-Luscher, Stephanie;2009;;5;22;3
Irber, Brunhilde;2009;12;1;228;14
Irion, Jörg;2009;5;22;;6
Irmler, Bernd Ernst;2009;;6;232;14
Irrgang, Eva;2009;60;2;;9
Isser, Sigrid;2009;27;2;;11
Itzerott, Susanne;2009;15;5;;1
Ivanov, Patricia;2009;4;15;;11
Iyidirli, Ahmet;2009;8;1;84;8
Jaffke, Susanne;2009;5;2;18;2
Jäger, Frank;2009;31;5;;11
Jäger, Norman;2009;18;8;;15
Jäger, Roswitha;2009;35;5;239;14
Jagnow, Björn;2009;20;6;;13
Jahn, Jens-Eberhard;2009;18;6;;10
Jahn, Rosemarie;2009;19;6;;10
Jahnen, Luz;2009;;28;102;9
Jähnigen, Eva Beate;2009;3;4;161;10
Jahnke, Reinhart;2009;;9;11;1
Jahns, Angelika;2009;27;2;51;4
Jahr, Dr. Dieter Peter;2009;;2;163;10
Jäkel, Erwin;2009;;32;76;8
Jakobi, Ingolf;2009;55;2;;11
Jakowitz, Achim;2009;;9;204;13
Janecek, Dieter Gerald;2009;16;4;222;14
Jani, Günter;2009;11;9;70;7
Jann, Klaus H.;2009;;6;106;9
Jansen, Franz;2009;;32;203;13
Jansen, Helmut;2009;60;5;91;9
Janssen-Kucz, Meta;2009;;4;26;4
Jantz, Astrid;2009;11;2;;8
Jantzen, Elfi;2009;;4;81;8
Janus, Richard Johannes;2009;16;4;;12
Jarchow, Ursula;2009;13;6;;5
Jarowoy, Robert;2009;;6;20;3
Jaser, Dietrich;2009;17;5;256;14
Jauernig, Dorothea;2009;7;22;;15
Jaura, Jutta;2009;2;11;;9
Jawurek, Helmut;2009;46;3;;14
Jekstadt, Astrid;2009;9;11;;9
Jelpke, Ursula;2009;5;6;;9
Jenni, Birgit;2009;9;1;;16
Jerems, Hans-Dieter;2009;10;5;28;4
Jeschik-Henschel, Sigrun;2009;22;1;;13
Jeschke, Marieluise;2009;2;8;;8
Jochimsen, Dr. Lukrezia;2009;3;6;;12
Joder, Eric;2009;5;8;;13
Johannsen, Doris;2009;11;11;;15
John, Eric;2009;7;14;;16
John, Franz Siegmar;2009;13;15;157;10
Johnson, Sabine;2009;6;8;;15
Joisten, Jürgen Josef;2009;22;15;;9
Joithe-v. Krosigk, Wolfgang;2009;11;6;;3
Jojade, Jürgen;2009;;6;189;11
Jokerst, Wolfgang;2009;;4;274;15
Jonas, Dagmar;2009;17;2;;1
Joosten, Arnold Peter;2009;29;1;;13
Jordan, Dr. Hans-Heinrich;2009;5;2;66;7
Jost, Manfred;2009;5;4;;16
Jösting, Katja;2009;9;6;;8
Jüdt, Hans-Rainer;2009;10;12;;9
Juncker-Berndt, Sylke;2009;6;5;;2
Jung, Alexander Frank Roland;2009;6;6;;5
Jung, Andreas;2009;;2;288;15
Jung, Armin Leo;2009;57;5;150;9
Jung, Barbara;2009;;4;141;9
Jung, Dr. Franz Josef;2009;1;2;;11
Jung, Helmut;2009;29;1;254;14
Jung, Johannes;2009;23;1;272;15
Jung, Stephanie Friederike Dorothee;2009;32;1;222;14
Jung, Xaver;2009;24;2;;13
Jungbauer, Hubert;2009;;9;273;15
Jungbluth, Brunhilde;2009;8;2;;16
Jüngling, Liane;2009;79;2;;9
Jung-Schmidt, Verena Sophia;2009;30;2;;13
Jüptner, Krista;2009;3;11;;14
Juratovic, Josip;2009;15;1;268;15
Jürgensen, Bettina;2009;7;6;;1
Jürgensonn, Harald Walter;2009;8;6;200;13
Just, Norbert;2009;19;5;;10
Jüttner, Dr. Egon;2009;8;2;276;15
Kaempfe, Gernot;2009;;6;4;1
Kahraman-Meister, Yazgülü;2009;4;22;;9
Kahrs, Johannes;2009;;1;19;3
Kahsner, Rüdiger;2009;14;9;136;9
Kain, Barbara;2009;16;9;;7
Kaiser, Christa Ute Anne;2009;12;15;221;14
Kaiser, Peter;2009;13;5;201;13
Kaiser, Wolfgang;2009;16;4;287;15
Kala, Iris;2009;21;6;;10
Kalb, Bartholomäus;2009;;3;228;14
Kalben von, Erika;2009;5;4;;1
Kalitta, Bernhard Hans;2009;24;11;;9
Kalkhake, Marcus;2009;8;2;198;12
Kallenbrunnen, Thomas;2009;6;2;;16
Kallweit, Patrick;2009;;9;52;4
Kalouti, Alexander;2009;18;5;218;14
Kalthoff, Hans;2009;12;5;211;13
Kaltwasser, Marcus;2009;40;1;;11
Kaluza, Andreas;2009;7;7;;7
Kambach, Heiko;2009;18;11;;9
Kamieth, Jens;2009;82;2;;9
Kamin, Bernt;2009;7;6;;3
Kaminski, Maren;2009;5;6;43;4
Kammer, Hans-Werner;2009;14;2;27;4
Kammerer, Günther;2009;38;5;231;14
Kammergruber, Konrad;2009;41;5;214;14
Kamp, Heiner;2009;21;5;132;9
Kampeter, Steffen;2009;19;2;135;9
Kandelhard, Volkmar;2009;4;11;;5
Kantel, Dr. Heinz Dieter;2009;;4;116;9
Kapp, Helena;2009;53;2;;15
Käppler, Lars;2009;;9;268;15
Karge, Christian;2009;16;15;;9
Karis, Josef;2009;4;17;;9
Karl, Alois;2009;;3;233;14
Karl, Andreas;2009;2;9;74;7
Karl, Annette Elisabeth;2009;46;1;;14
Karstens, Dr. Detleff;2009;4;12;51;4
Karwath, Julian;2009;4;4;190;12
Kasimir, Karl;2009;2;15;;4
Kaske, Corinna Barbara;2009;3;22;;14
Kasparick, Ulrich;2009;4;1;70;7
Kaspereit, Erika Sabine;2009;12;1;;7
Käss, Dr. Helmut;2009;37;6;;4
Kasseckert, Heiko;2009;20;2;181;11
Kästel, Sandra;2009;74;2;;9
Kaster, Bernhard;2009;12;2;205;13
Kästner, Alexander;2009;16;2;;12
Kastner, Susanne;2009;4;1;249;14
Kästner, Toni;2009;14;15;;10
Kauch, Michael;2009;11;5;143;9
Kauder, Siegfried;2009;;2;287;15
Kauder, Volker;2009;2;2;286;15
Kaufhold-Hausotter, Joachim;2009;;6;174;11
Kaufmann, Bernd Dieter;2009;8;5;212;13
Kaulbach, Heinz;2009;1;12;125;9
Kaupa, Gerlinde;2009;24;3;;14
Kautz, Herbert;2009;10;2;;2
Kehr, Matthias;2009;12;1;;12
Keiderling, Bärbel;2009;21;4;151;9
Keirath, Manuela;2009;48;2;;4
Kelber, Ulrich;2009;18;1;97;9
Kemmerle, Hans-Jürgen;2009;;6;266;15
Kemna, Erwin;2009;9;9;128;9
Kemski-Lilleike, Gerald;2009;9;6;;3
Kendzia, Jens-Erik;2009;;4;97;9
Kentzler, Helga;2009;;5;14;2
Kersken, Bärbel;2009;10;22;;7
Kerstan, Jens;2009;3;4;24;3
Kerth, Cornelia;2009;;6;23;3
Keskin, Prof. Dr. Hakki;2009;4;6;82;8
Keßler, Dr. Georg Ulrich;2009;;5;154;10
Keßler, Fred;2009;13;4;206;13
Kettner, Michael;2009;43;1;218;14
Kick, Stefan;2009;;4;236;14
Kieckbusch, Susanne;2009;19;4;295;15
Kiefer, Christine;2009;65;2;;15
Kiehl, Dr. Reinhold;2009;;32;235;14
Kielholz, Claudius;2009;1;23;;8
Kien, Michael;2009;1;12;206;13
Kiesel, Carmen;2009;;9;282;15
Kiesel, Roland;2009;;9;286;15
Kietzmann, Stefan;2009;13;14;;1
Kilic, Memet;2009;10;4;280;15
Kilpert, Dagmar;2009;5;21;;6
Kimmel, Peter;2009;15;5;47;4
Kind, Birgit;2009;38;2;;11
Kind, Thomas Rüdiger;2009;;6;152;10
Kindermann, Peter;2009;27;4;;12
Kindler, Volker;2009;51;5;;9
Kipping, Katja;2009;1;6;160;10
Kirchberger, Andreas;2009;3;20;;3
Kirchner, Bruno;2009;17;9;94;9
Kirsch, Harry;2009;;9;170;11
Kirsch, Martina;2009;10;5;;16
Kirsch, Melanie;2009;12;11;;8
Kirschner, Fabian;2009;;32;191;12
Kittler, Heinz-Michael;2009;;6;8;1
Kittner, Andreas;2009;3;9;;7
Kitzberger, Manfred;2009;7;8;;14
Klaeden von, Eckart;2009;2;2;48;4
Klages, Dr. Ulrich;2009;20;5;50;4
Klamt, Guido;2009;14;14;;15
Klarner, Waltraud Erika;2009;25;6;;10
Klaßen, Martin;2009;5;10;;9
Kleber, Steffen;2009;;29;162;10
Kleffel, Kurt-Peter;2009;3;22;41;4
Kleiminger, Christian;2009;;1;14;2
Klein, Alexander;2009;;9;95;9
Klein, Hans-Joachim;2009;9;9;79;8
Klein, Katharina;2009;14;1;;1
Klein, Margret;2009;6;14;;16
Klein, Markus;2009;2;24;;11
Klein, Martin;2009;6;6;206;13
Kleine, Petra;2009;13;4;218;14
Kleinfeld, Renate;2009;9;1;;3
Kleinmann, Dr. Peter;2009;10;2;;16
Kleminski, Matthias;2009;9;8;;10
Klemm, Christian;2009;8;22;;12
Klemz, Manfred;2009;2;16;246;14
Klenhart, Gerhard;2009;;9;236;14
Klenhart, Heidrich;2009;18;9;233;14
Kleppe, Thomas;2009;3;12;;5
Kleszcz, Paul;2009;12;1;;3
Klimke, Jürgen;2009;2;2;23;3
Klimke, Markus;2009;3;23;;3
Klimpel, Christian;2009;19;9;;7
Klingbeil, Lars;2009;31;1;;4
Klingenberg, Dietmar;2009;;27;161;10
Klinkmüller, Carl-Heinz Otto Paul;2009;7;2;62;6
Klöckner, Julia;2009;6;2;203;13
Kloppenburg, Willi Bernhard;2009;;6;140;9
Klose, Hans-Ulrich;2009;;1;24;3
Klose, Peter Andreas;2009;;9;167;10
Klotz, Dr. Sibyll-Anka;2009;3;4;83;8
Klotzbücher, Dr. Michael;2009;19;5;287;15
Klotzsche, Mario;2009;21;5;176;11
Klug, Astrid;2009;4;1;299;16
Klug, Christoph Augustitius;2009;19;22;;9
Klumpp, Dr. Reinhard;2009;22;5;294;15
Klüpfel, Udo;2009;5;12;;15
Klute, Jürgen;2009;10;6;142;9
Kluttig, Günter Hans;2009;5;19;;10
Knapp, Dr. Frank;2009;27;5;245;14
Knappe, Peter;2009;;6;253;14
Knezic, Sanja;2009;8;22;;8
Knietzsch, Uwe Werner;2009;5;12;;10
Knispel, Mario;2009;;32;63;6
Knitsch, Peter;2009;;4;105;9
Knoche, Monika;2009;7;6;;10
Knoerig, Axel;2009;26;2;34;4
Knöfel, Bernhard;2009;8;14;;15
Knop, Detlef;2009;46;5;145;9
Knop, Ingmar;2009;1;9;;7
Knorra, Jürgen;2009;11;14;;9
Kobel, Anton;2009;;6;276;15
Kobelt, Roberto;2009;15;4;;12
Kober, Pascal;2009;14;5;290;15
Köbler, Daniel;2009;4;4;207;13
Koch, Christian Rudolf Michael;2009;13;5;;1
Koch, Gerhard;2009;4;12;261;15
Koch, Gernot;2009;;6;28;4
Koch, Günter;2009;48;5;233;14
Koch, Hans-Peter;2009;;6;288;15
Koch, Helga;2009;28;1;242;14
Koch, Kerstin;2009;15;23;;8
Koch, Klaus Ernst;2009;33;5;;13
Koch, Michael;2009;;9;134;9
Koch, Sandra;2009;24;1;;16
Koczy, Ute Maria Christine;2009;9;4;;9
Koeppen, Jens;2009;4;2;57;6
Koeppen, Sebastian;2009;20;4;;12
Koerlin, Julia;2009;28;1;;11
Koester, Marianne;2009;15;6;;11
Koewius, Dr. Annette;2009;83;2;;9
Kofler, Dr. Bärbel;2009;18;1;226;14
Koglin, Prof. Dr. Bernd;2009;20;5;101;9
Kohl, Jürgen;2009;4;8;;11
Köhler, Dr. Andreas;2009;10;1;87;8
Köhler, Heiko;2009;;9;266;15
Köhler, Kristina;2009;9;2;180;11
Köhler, Martin;2009;;4;60;6
Köhler, Werner;2009;12;4;29;4
Kohlert, Arno;2009;9;14;;9
Kohlmann, Karl Martin;2009;;8;164;10
Kohlstedt, Matthias;2009;2;12;17;2
Kohnen, Rolf;2009;14;23;83;8
Kokott, Manuela;2009;4;9;65;6
Kolb, Dieter;2009;3;15;77;8
Kolb, Dr. Heinrich Leonhard;2009;3;5;188;11
Kolb, Michael;2009;43;2;;15
Kolb, Veronika;2009;;5;2;1
Kolbe, Lothar Manfred;2009;;2;152;10
Kolbe, Maritta;2009;33;1;;16
Kölbl, Franziska;2009;19;6;;12
Kolbow, Walter;2009;5;1;252;14
Kölle, Christian;2009;3;22;;3
Köller, Roland;2009;26;15;;9
Kolling, Andrea Maria;2009;9;6;;5
Kolmorgen, Ingo;2009;;4;109;9
Kolter, Heike;2009;23;5;;11
Konietzko, Joachim;2009;;5;48;4
König, Dr. Claus-Dieter;2009;18;6;;13
König, Dr. Torsten;2009;;4;34;4
König, Hans;2009;7;12;;14
König, Heinz;2009;17;2;;16
König, Katharina;2009;7;6;;12
König, Marianne;2009;7;6;39;4
König, Roland;2009;7;5;;16
Königshaus, Hellmut;2009;2;5;85;8
Königshofen, Norbert;2009;10;2;120;9
Könnecke, Maria-Ilona;2009;3;25;;5
Koop, Karen;2009;8;2;;3
Koop, Prof. Dr. Michael;2009;;5;43;4
Kopf, Karl-Rainer;2009;40;1;;15
Köpke, Ingrid;2009;4;11;;2
Koplin, Torsten;2009;4;6;18;2
Kopp, Gudrun;2009;5;5;136;9
Koppe, Marian;2009;8;5;;12
Koppelin, Jürgen;2009;1;5;3;1
Köppen, Daniel;2009;16;15;;8
Köppen, Hans Albert Karl;2009;;32;55;5
Kopplin, Mario;2009;17;9;;4
Kordes, Henrik;2009;1;22;;11
Kordowski, Gabriele;2009;40;2;;9
Korell, Alfons;2009;;6;98;9
Körenezli-Erkiner, Yildiz;2009;11;6;;11
Korff, Klaus;2009;45;5;242;14
Körner, Detlef;2009;50;1;;4
Körner, Martin;2009;35;1;259;15
Kornmann, Sigrid;2009;8;5;174;11
Korntreff, Ina;2009;2;22;72;7
Koroschetz, Andreas;2009;;9;110;9
Körper, Fritz Rudolf;2009;1;1;203;13
Korte, Ingrid;2009;4;11;;4
Korte, Jan;2009;2;6;72;7
Korte, Prof. Dr. Niels;2009;9;2;85;8
Kortmann, Karin;2009;26;1;108;9
Kortüm, Bettina;2009;5;14;;1
Kortüm, Matthias;2009;1;14;3;1
Koschorrek, Dr. Rolf;2009;11;2;3;1
Koschyk, Hartmut;2009;;3;238;14
Koß, Thoralf;2009;;4;152;10
Kossendey, Thomas;2009;5;2;28;4
Köster, Heinrich;2009;15;15;;8
Köster, Stefan;2009;;9;13;2
Köster, Torsten;2009;2;21;;6
Kotissek, Wolfgang;2009;20;6;158;10
Kotting-Uhl, Sylvia;2009;5;4;272;15
Kovac, Kordula;2009;25;2;;15
Kovermann, Wilhelm;2009;21;15;;9
Koziolek, Stephan-Gerhard;2009;34;6;;4
Kozok, Bernd;2009;10;15;;10
Kozole, Stefan;2009;28;5;277;15
Kracht, Moritz;2009;13;5;252;14
Krafft, Werner Siegfried Paul Georg;2009;18;12;;14
Kraft, Philipp;2009;69;2;;9
Kraft, Thomas;2009;30;1;277;15
Kraft, Ursula;2009;45;2;;11
Kraft, Volker;2009;2;22;260;15
Krägelin, Dr. Lothar;2009;;32;154;10
Krahforst, Christopher;2009;76;2;;9
Kramer, Benjamin;2009;17;5;189;11
Krämer, Karl;2009;28;6;143;9
Krämer, Ralf;2009;6;6;;8
Kramer, Rolf Hermann Fritz;2009;24;1;34;4
Krämer, Walter;2009;48;2;;15
Krämer, Wolf-Dieter;2009;;6;217;14
Krames, Erich;2009;;9;202;13
Kramme, Anette;2009;24;1;238;14
Kramp, Jens;2009;6;9;64;6
Kranich, Henrike;2009;11;6;;13
Kranz, Ernst;2009;4;1;191;12
Kraus, Helmut;2009;15;12;;14
Kraus, Walther Wolfgang;2009;31;5;;13
Krause, Jörg;2009;;27;153;10
Krause, Michaela;2009;1;25;;7
Krause, Torsten;2009;;12;269;15
Krauth, Tanja;2009;7;6;;13
Krebs, Bernd;2009;50;2;104;9
Krebs, Jörg;2009;;9;184;11
Krebs, Miriam;2009;9;5;253;14
Kreckel, Annemarie Karola;2009;88;2;;9
Krefft, Katharina;2009;5;4;153;10
Kreidemann, Alexander;2009;19;9;257;14
Kreis, Thorsten;2009;7;9;;16
Kreiser, Elke;2009;31;2;;15
Kreller, Ramona;2009;;9;292;15
Kremer, Bernd Ulrich;2009;11;9;120;9
Kremer, Hartmut;2009;;4;119;9
Kremmeter, Josef;2009;10;15;;14
Krentzel, Maik;2009;4;9;;5
Kressl, Nicolette;2009;3;1;274;15
Kretschmer, Michael;2009;;2;157;10
Kretzschmann, Rolf Gunter;2009;;9;112;9
Kreuter, Jürgen;2009;;32;258;14
Kreutzmann, Michael;2009;42;1;;11
Kreuz, Sarah;2009;23;4;;14
Krichbaum, Gunther;2009;;2;280;15
Krickel, Werner;2009;;4;89;9
Kriebel, Stephan;2009;12;5;152;10
Krieger, Katharina Helen Ursula;2009;3;6;;5
Krien, Frank Hartmut;2009;8;9;;10
Krimm, Alexander Wilhelm;2009;22;6;;9
Krings, Dr. Günter;2009;30;2;110;9
Kriwat, Karsten;2009;2;9;;11
Krogmann, Dr. Martina;2009;3;2;31;4
Kroneder, Stefan Sebastian;2009;5;9;;5
Kronig, Ralf;2009;12;14;;15
Kröning, Volker;2009;1;1;54;5
Kruck, Dr. Werner;2009;;14;189;11
Kruczkowski, Katarzyna Dorota;2009;19;15;160;10
Krug, Markus;2009;;9;263;15
Krug, Norbert;2009;3;22;;12
Krüger, Claus;2009;8;4;;10
Krüger, Dr. Hans-Ulrich;2009;30;1;114;9
Krüger, Eugen;2009;;9;137;9
Krüger, Fritz-Wilhelm;2009;10;5;182;11
Krüger, Gundula;2009;13;6;;13
Krüger-Jacob, Jutta;2009;2;4;;16
Krüger-Leißner, Angelika;2009;8;1;58;6
Krukow, Uwe;2009;15;9;;4
Krumbacher, David;2009;;12;285;15
Krumbachner, Alois;2009;19;15;;14
Krummacher, Johann-Henrich;2009;;2;259;15
Krumpen, Horst;2009;;5;251;14
Krumrei, Uwe;2009;4;9;;2
Krutten, Stefan;2009;18;1;;16
Kübler, Dr. Klaus;2009;25;1;;11
Kuch, Gudrun;2009;17;6;;15
Kucharczyk, Jürgen;2009;40;1;104;9
Kuchta, Hans-Werner;2009;;12;283;15
Kues, Dr. Hermann;2009;4;2;32;4
Kugler, Heike;2009;;6;298;16
Kuhle, Jörg Michael Wolfgang;2009;;6;79;8
Kuhles, Alfons Wilhelm;2009;;4;106;9
Kuhlmann, Anja;2009;9;5;;1
Kühn, Dr. Klaus;2009;5;14;296;16
Kuhn, Fritz;2009;2;4;275;15
Kuhn, Peter;2009;24;5;292;15
Kühn, Stephan;2009;;4;160;10
Kuhn, Werner;2009;4;2;17;2
Kuhnert, Thomas;2009;19;2;;10
Kühn-Mengel, Helga;2009;12;1;93;9
Kuhr, Veit;2009;6;6;;7
Kührt, Marcus;2009;5;15;163;10
Kuklinski, Ulrich;2009;;6;114;9
Külow, Dr. Volker;2009;;6;154;10
Kumpf, Ute;2009;7;1;260;15
Künast, Renate;2009;1;4;82;8
Kunath, Jürgen;2009;;32;153;10
Kunert, Katrin;2009;3;6;66;7
Kunkel, Karl-Heinz;2009;25;22;102;9
Kunkel, Willibert;2009;6;9;89;9
Künkler, Ulrich;2009;36;2;149;9
Kunstmann, Wilfried Paul;2009;;6;123;9
Kunz, Andrea;2009;5;6;295;15
Kunz, Hanno;2009;12;5;25;4
Kunze, Stephan;2009;15;1;;12
Künzel, Mike;2009;17;1;;7
Künzer, Dr. Wolfgang;2009;4;14;;14
Küpper, Beate;2009;25;6;;9
Küpperbusch, Philipp;2009;;4;115;9
Kurbjuweit, Jack-Peter;2009;12;6;46;4
Kursawe, Günter;2009;8;9;239;14
Kürten, Erwin;2009;25;15;;9
Kurth, Markus;2009;6;4;143;9
Kurth, Patrick;2009;3;5;194;12
Kurth, Undine;2009;1;4;68;7
Kurz, Peter;2009;;6;226;14
Kurze, Roberto;2009;;9;265;15
Kuschel, Frank;2009;12;6;;12
Küster, Dr. Uwe;2009;10;1;69;7
Kutzmutz, Rolf;2009;;6;61;6
Kwast, Jochen;2009;20;6;32;4
Laabs, Kerstin;2009;11;5;187;11
Laack, Dieter Heinz Kurt;2009;10;6;;2
Laakmann, Helmut;2009;;6;116;9
Läbe, Dieter;2009;1;11;;2
Labigne, Claire;2009;15;4;188;11
Labinsky-Meyer, Karin;2009;15;4;35;4
Labouvie, Christa-Maria-Klara;2009;4;4;;2
Labudda, Carsten;2009;;6;275;15
Ladwig, Michael;2009;10;6;;11
Laeger, Andrea;2009;14;15;;9
Lafontaine, Oskar;2009;1;6;296;16
Lahann, Werner;2009;2;14;8;1
Laier, Christian;2009;60;2;;15
Lambrecht, Christine;2009;3;1;189;11
Lamers, Dr. Karl;2009;7;2;275;15
Lämmel, Andreas Gottfried;2009;;2;160;10
Lämmer, Rosemarie;2009;8;8;;11
Lammert, Dr. Norbert;2009;1;2;141;9
Lammertz, Uwe;2009;11;23;;3
Lamowski, Thomas Kurt;2009;7;12;;10
Lamp, Helmut;2009;6;2;6;1
Lamp, Lisa Maria;2009;9;23;;3
Landgraf, Katharina;2009;9;2;155;10
Landgraf, Patrick;2009;15;9;;12
Lanfermann, Heinz;2009;1;5;61;6
Lang, Holger;2009;21;23;;8
Langanki, Jürgen;2009;;8;250;14
Lange, Carmen;2009;6;4;;2
Lange, Christian;2009;6;1;270;15
Lange, Helmut Walter Wolfgang;2009;1;22;;5
Langenohl, Dr. Jörg;2009;12;15;;9
Langer, Jacqueline;2009;2;10;;3
Langer, Jasmin;2009;6;9;;4
Langer, Michael;2009;3;8;;11
Langer, Vera;2009;37;5;;11
Langguth, Leif-Eric;2009;45;3;;14
Langmaier, Hans Magnus;2009;;6;230;14
Lantermann, Sabine;2009;4;14;;16
Lanzenberger, Bernhard;2009;49;2;;11
Lanzerath, Martina;2009;16;8;;15
Lanzinger, Barbara;2009;28;3;;14
Laschke, Uwe;2009;;16;245;14
Last, Dorlies;2009;12;2;;12
Lattus, Haiko;2009;;9;270;15
Laubenburg, Frank;2009;;6;108;9
Lauer, Paul;2009;26;5;283;15
Lauf, Jaqueline;2009;7;14;;9
Laurischk, Sibylle;2009;6;5;285;15
Lausen, Dr. Berthold;2009;28;4;243;14
Lautenbach, Hermann;2009;;9;211;13
Lauterbach, Dr. Jürgen;2009;7;5;52;4
Lauterbach, Prof. Dr. Karl;2009;78;1;102;9
Lautwein, Christof;2009;27;5;;13
Lawen, Sabine;2009;14;15;;8
Lazar, Monika;2009;1;4;154;10
Lebmeier, Josef;2009;15;15;;14
Lechner, Martin;2009;35;3;;14
Leesmeister, Jörg;2009;8;8;;9
Leffek, Renate;2009;1;15;;15
Legler, Alexander;2009;54;3;;14
Lehmann, Christoph;2009;11;5;;10
Lehmann, Jens;2009;4;2;153;10
Lehmann, Steffen;2009;19;23;;8
Lehmann-Brauns, Dr. Uwe;2009;10;2;;8
