Wähler;Ungültige;Ungültige;SPD;SPD;CDU;CDU;FDP;FDP;DIE LINKE;DIE LINKE;GRÜNE;GRÜNE;CSU;CSU;NPD;NPD;REP;REP;FAMILIE;FAMILIE;Die Tierschutzpartei;Die Tierschutzpartei;PBC;PBC;MLPD;MLPD;BüSo;BüSo;BP;BP;PSG;PSG;Volksabstimmung;Volksabstimmung;ZENTRUM;ZENTRUM;ADM;ADM;CM;CM;DKP;DKP;DVU;DVU;DIE VIOLETTEN;DIE VIOLETTEN;FWD;FWD;ödp;ödp;PIRATEN;PIRATEN;RRP;RRP;RENTNER;RENTNER;Freie Union;Freie Union;Übrige;Übrige
;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen
185176;2730;2507;36550;34915;82344;61918;23717;38125;9657;11118;24138;25364;0;0;2914;2265;0;1273;0;0;0;1089;0;1085;328;197;0;68;0;0;0;0;0;346;0;0;0;49;0;0;0;0;0;88;0;356;0;0;0;552;2798;3861;0;0;0;0;0;0;0;0
125558;1711;1450;35396;25797;53829;41672;10819;22873;6225;7680;15511;19402;0;0;1768;1069;0;1601;0;0;0;582;0;275;299;148;0;68;0;0;0;0;0;239;0;0;0;50;0;0;0;0;0;40;0;210;0;0;0;351;0;2051;0;0;0;0;0;0;0;0
154949;2431;1978;36910;28943;66116;51146;17768;31686;7973;8661;21104;22902;0;0;2647;1411;0;2651;0;0;0;787;0;701;0;88;0;94;0;0;0;0;0;502;0;0;0;100;0;0;0;0;0;59;0;275;0;0;0;413;0;2552;0;0;0;0;0;0;0;0
129901;2288;2045;33916;26524;55049;42318;13177;24408;8157;9327;14009;17018;0;0;2385;1730;0;1377;0;0;0;956;0;465;0;79;0;60;0;0;0;0;0;261;0;0;0;46;0;0;0;0;0;68;0;325;0;0;920;523;0;2371;0;0;0;0;0;0;0;0
164521;2560;2140;44071;31431;69575;53864;19793;33634;8627;10511;15379;22834;0;0;2720;1775;0;1503;0;0;0;934;0;907;319;140;0;70;0;0;0;0;0;311;0;0;0;124;0;0;0;0;0;94;0;503;0;0;1477;881;0;2865;0;0;0;0;0;0;0;0
156053;2440;1882;34718;31079;61328;50274;19431;30179;9800;10382;23966;23090;0;0;2436;1538;0;1548;0;0;0;943;971;608;0;109;0;64;0;0;0;0;0;245;0;0;0;59;0;0;0;0;0;70;0;360;0;0;963;628;0;2995;0;0;0;0;0;0;0;0
170674;2745;2300;39430;33711;70606;55618;24682;34641;9169;10852;18626;22773;0;0;2798;1941;0;1954;0;0;0;1161;0;905;0;60;0;85;0;0;0;0;0;318;0;0;0;68;0;0;0;0;0;108;0;353;0;0;1177;785;0;3041;0;0;0;0;0;0;1441;0
168927;3239;2698;41484;35331;73308;57889;19924;31932;10693;12256;14594;16917;0;0;3657;2622;0;1853;0;0;0;1131;0;912;372;186;0;70;0;0;0;0;0;358;0;0;0;62;0;0;0;0;0;160;0;264;0;0;1656;1040;0;3246;0;0;0;0;0;0;0;0
154351;3030;2561;32606;27907;65474;52745;19839;28688;10938;11554;18132;19829;0;0;3328;2429;0;1444;0;0;0;1070;0;1173;0;86;0;78;0;0;0;0;0;401;0;0;0;57;0;0;0;0;0;157;0;317;0;0;0;905;0;2950;0;0;0;0;0;0;1004;0
126601;2504;2189;30902;24289;55492;44068;12822;23060;8177;8840;12749;15606;0;0;2404;1578;0;1608;0;0;0;777;1240;909;0;92;0;79;0;0;0;0;0;276;0;0;0;56;0;0;0;0;0;83;0;329;0;0;0;533;0;2229;0;0;0;0;0;0;311;0
159936;3218;2871;39951;32195;70599;57878;15604;26534;11775;12351;14226;17732;0;0;2996;1867;0;2251;0;0;0;915;0;644;0;55;0;86;0;0;0;0;0;397;0;0;0;66;0;0;0;0;0;123;0;314;0;0;0;827;0;2830;0;0;0;0;0;0;1567;0
143521;2030;1855;37845;29227;53872;40566;11845;24654;10034;11807;21452;26051;0;0;1534;1295;0;544;0;0;0;894;0;444;234;133;0;75;0;0;0;0;0;205;0;0;0;28;0;0;0;0;0;76;0;254;0;0;0;405;4359;5008;0;0;0;0;0;0;316;0
155522;2991;2339;39021;31160;68951;55285;17668;29292;8569;9935;15506;18066;0;0;2310;1567;0;1228;0;0;0;1107;0;896;0;67;0;71;0;0;0;0;0;406;0;0;0;48;0;0;0;0;0;95;0;263;0;0;0;390;0;3307;0;0;0;0;0;0;506;0
146160;3219;2667;33279;27376;68652;55806;14235;25553;8935;10093;15404;16649;0;0;2436;1727;0;1013;0;0;0;1095;0;348;0;58;0;83;0;0;0;0;0;316;0;0;0;58;0;0;0;0;0;81;0;321;0;0;0;378;0;2538;0;0;0;0;0;0;0;0
162920;2338;1932;47683;35337;57963;49296;19314;28419;8985;11823;24985;28349;0;0;1652;1318;0;686;0;0;0;958;0;288;0;57;0;62;0;0;0;0;0;239;0;0;0;40;0;0;0;0;0;71;0;285;0;0;0;364;0;3396;0;0;0;0;0;0;0;0
134143;2149;1785;39845;32627;48137;38435;11782;19900;12520;14936;16648;18052;0;0;2418;1772;0;987;0;0;0;1090;0;238;333;121;0;60;0;0;0;0;0;286;0;0;0;48;0;0;0;0;0;73;0;239;0;0;0;236;0;3258;0;0;0;0;0;0;311;0
153296;3375;3040;29977;27740;75337;63120;17199;25455;9821;10357;13173;13770;0;0;2876;2015;0;1415;0;0;0;1139;0;502;0;59;0;98;0;0;0;0;0;332;0;0;0;51;0;0;0;0;0;125;0;274;0;0;1538;1156;0;2648;0;0;0;0;0;0;0;0
144215;2928;2277;35426;29356;59755;49922;17833;26191;10596;11078;14952;16723;0;0;2725;1894;0;979;0;0;0;1060;0;489;0;49;0;65;0;0;0;0;0;328;0;0;0;66;0;0;0;0;0;95;0;267;0;0;0;406;0;2970;0;0;0;0;0;0;0;0
141401;3452;2611;32525;27934;64659;50031;15785;26626;9995;10723;12082;14084;0;0;2903;1825;0;1642;0;0;0;1301;0;385;0;65;0;70;0;0;0;0;0;357;0;0;0;48;0;0;0;0;0;85;0;254;0;0;0;384;0;2976;0;0;0;0;0;0;0;0
155907;3120;2805;34944;30652;62224;52771;24640;30192;10353;11279;15236;17556;0;0;3172;2029;0;1439;0;0;0;1211;2218;1374;0;73;0;67;0;0;0;0;0;450;0;0;0;64;0;0;0;0;0;148;0;337;0;0;0;412;0;3048;0;0;0;0;0;0;0;0
142812;2877;2537;28255;24450;64808;53358;17528;28260;9136;9537;13460;14464;0;0;1915;1813;2172;1955;0;0;0;1023;2661;1698;0;72;0;68;0;0;0;0;0;325;0;0;0;51;0;0;0;0;0;70;0;277;0;0;0;464;0;2390;0;0;0;0;0;0;0;0
157681;2537;1998;51192;32691;44749;42224;12674;21887;9675;13793;33878;35536;0;0;890;764;1063;981;0;0;0;1165;0;581;0;88;0;49;0;0;0;0;0;369;0;0;0;56;0;0;0;0;0;78;1023;658;0;0;0;474;0;4289;0;0;0;0;0;0;0;0
156692;2864;2577;49591;33953;58282;49707;16932;26425;9268;10802;16151;23904;0;0;2106;1271;0;1333;0;0;0;1124;1498;987;0;57;0;55;0;0;0;0;0;508;0;0;0;51;0;0;0;0;0;77;0;323;0;0;0;422;0;3116;0;0;0;0;0;0;0;0
149482;3557;3458;35339;29740;61427;50594;14470;24135;10238;11134;22429;21332;0;0;2022;1310;0;986;0;0;0;1425;0;584;0;38;0;56;0;0;0;0;0;399;0;0;0;298;0;0;0;0;0;86;0;355;0;0;0;523;0;3029;0;0;0;0;0;0;0;0
141835;3305;3164;27052;24662;65336;52083;15454;24887;10129;10742;17460;18247;0;0;2069;1506;0;914;0;0;0;974;0;444;0;42;0;75;0;0;0;0;0;453;0;0;0;93;0;0;0;0;0;97;0;417;0;0;0;430;0;2605;0;0;0;0;0;0;1030;0
141391;3816;3024;22388;22550;66104;53547;24395;30249;8140;8753;11503;12924;0;0;3006;2298;0;1126;0;0;0;1022;0;782;0;45;0;110;0;0;0;0;0;502;0;0;0;140;0;0;0;0;0;131;0;294;0;0;2039;1498;0;2396;0;0;0;0;0;0;0;0
117355;2983;2618;21835;20374;54172;41694;15292;23812;7158;7837;13034;13344;0;0;2881;1978;0;553;0;0;0;937;0;694;0;80;0;61;0;0;0;0;0;287;0;0;0;166;0;0;0;0;0;100;0;254;0;0;0;455;0;2111;0;0;0;0;0;0;0;0
140167;2793;2480;29713;26047;59256;43844;20335;29372;8943;9344;17439;20482;0;0;1688;1309;0;533;0;0;0;1319;0;419;0;62;0;60;0;0;0;0;0;490;0;0;0;116;0;0;0;0;0;83;0;444;0;0;0;465;0;3298;0;0;0;0;0;0;0;0
125418;2689;2066;35026;23058;50967;45201;13686;22993;7100;7765;13091;16971;0;0;1667;941;0;1190;0;0;0;869;0;574;0;38;0;67;0;0;0;0;0;370;0;0;0;48;0;0;0;0;0;74;0;338;0;0;843;611;0;2244;0;0;0;0;0;0;349;0
145797;3392;2561;31385;25762;60739;48389;18198;28734;8449;10056;19869;21388;0;0;2488;1818;0;1282;0;0;0;853;0;584;490;190;0;75;0;0;0;0;0;466;0;0;0;81;0;0;0;0;0;96;0;264;0;0;0;406;0;2792;0;0;0;0;0;0;787;0
143896;2199;1855;28501;26823;55188;43603;13680;24233;9801;11185;30560;26939;0;0;2078;1452;0;1122;0;0;0;870;0;525;0;140;0;63;0;0;0;0;0;372;0;0;0;42;0;0;0;0;0;73;0;318;0;0;814;633;0;3648;0;0;0;0;0;0;1075;0
161713;3270;2567;35885;28434;67812;57169;18278;28714;9608;10648;21479;22893;0;0;2513;1794;0;1211;0;0;0;1088;0;647;310;161;0;97;0;0;0;0;0;525;0;0;0;77;0;0;0;0;0;130;0;392;0;0;0;859;0;4307;0;0;0;0;0;0;2558;0
117289;3263;2303;26275;15742;48662;49688;17233;21665;6117;6636;11176;12524;0;0;2389;1401;0;1289;0;0;0;879;0;413;0;40;0;77;0;0;0;0;0;382;0;0;0;60;0;0;0;0;0;100;0;277;0;0;1760;1536;0;2277;0;0;0;0;0;0;414;0
122655;2181;1767;23587;20080;54169;44205;16521;24483;7077;7775;17349;16962;0;0;1771;1277;0;628;0;0;0;813;0;344;0;57;0;57;0;0;0;0;0;402;0;0;0;148;0;0;0;0;0;67;0;444;0;0;0;705;0;2441;0;0;0;0;0;0;0;0
130128;3110;1966;22530;19969;56931;48146;17946;23997;7918;8428;18639;18408;0;0;2006;1250;0;944;0;0;0;883;0;493;0;74;0;86;0;0;0;0;0;480;0;0;0;115;0;0;0;0;0;76;0;444;0;0;0;1965;0;2404;0;0;0;0;0;0;1048;0
130436;3243;2621;21695;20001;62858;49774;17220;27454;8292;8763;11802;12571;0;0;2895;2036;0;1527;0;0;0;956;0;600;0;137;0;65;0;0;0;0;0;385;0;0;0;86;0;0;0;0;0;114;0;297;0;0;0;572;0;2477;0;0;0;0;0;0;2431;0
146713;2699;2133;43737;34528;45748;38317;10597;17651;31946;34666;9696;12685;0;0;1967;1737;0;0;0;1596;0;0;0;0;323;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2536;0;752;0;0;0;0;0;0
159639;4022;3446;51193;37749;58297;50566;11516;19643;24244;31057;8342;10194;0;0;2025;1874;0;0;0;2013;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2188;0;861;0;0;0;0;0;0
142795;3814;3079;42910;35506;55727;48373;9486;15094;22965;26775;6058;7507;0;0;1835;1629;0;0;0;2273;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1853;0;664;0;0;0;0;0;0
147047;3131;2669;44500;36681;48092;42033;10508;17039;27933;31382;6575;9164;0;0;2206;2159;0;0;4102;3030;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2043;0;797;0;0;0;0;0;0
