212;214215;156149;216137;158661
213;166775;112507;167160;111846
214;185961;140360;192385;143626
215;212087;154723;216717;155881
216;244678;186845;251146;188417
217;250512;174765;254661;174710
218;220785;158045;225557;155942
219;231017;170334;236523;168795
220;211617;155666;215368;154146
221;231682;173138;239700;174322
222;242625;192148;247787;192033
223;226483;161912;231069;162958
224;242366;183059;245379;182283
225;205115;142584;206868;141456
226;249153;183832;252724;184167
227;154767;94922;155082;93941
228;246833;171065;251273;171644
229;186068;118249;186392;117391
230;162109;104487;163308;103874
231;173068;112708;173773;111537
232;214616;153659;215146;151021
233;243083;171002;248820;171954
234;216044;143939;216389;141364
235;172011;124026;170403;118903
236;177197;129049;179923;126869
237;164344;117290;164828;115659
238;162834;115851;160103;111378
239;180735;126096;174569;118838
240;173473;128501;172449;122307
241;243953;171989;243643;166555
242;177261;135845;179506;135186
243;249703;179941;253603;178211
244;189738;135154;193031;132674
245;184672;124786;185799;121814
246;224946;171076;226102;168765
247;183872;135005;184171;131310
248;219607;162052;217994;155355
249;199081;147482;197762;143137
250;200116;146050;200150;141275
251;225807;170031;226597;166593
252;206196;135957;208231;133378
253;240672;177024;244203;176239
254;189097;133619;189974;131055
255;235775;164678;237651;161614
256;221708;158857;224278;155635
257;242341;170224;244541;167668
258;184454;142504;191191;152546
259;181088;129259;183064;134355
260;244919;185176;247128;191149
261;165210;125558;166975;129700
262;204091;154949;205756;160053
263;180442;129901;179130;132632
264;220220;164521;221739;171509
265;206805;156053;209968;162815
266;224090;170674;226751;177134
267;241035;168927;241656;173772
268;223234;154351;224384;158389
269;176381;126601;175434;130255
270;224418;159936;222959;162969
271;201833;143521;205735;150050
272;208654;155522;209733;159992
273;208664;146160;207555;148159
274;211807;162920;215943;168177
275;198437;134143;198525;137796
276;215910;153296;213424;155585
277;195971;144215;197424;147782
278;194304;141401;195953;145107
279;220877;155907;219976;159491
280;198923;142812;197679;145151
281;210636;157681;219472;168260
282;225703;156692;229316;164341
283;213013;149482;215623;153869
284;204619;141835;205119;145259
285;200726;141391;199241;143449
286;167458;117355;166191;119181
287;197671;140167;202393;147557
288;177784;125418;177313;128808
289;198399;145797;199091;150014
290;189559;143896;193188;149768
291;218934;161713;220702;167199
292;162508;117289;163772;121718
293;167789;122655;171016;128696
294;181362;130128;185006;135877
295;185890;130436;184370;132905
296;207292;146713;204905;142400
297;214924;159639;211529;154287
298;184896;142795;181521;138097
299;201442;147047;198117;142644
